0,-4.0325877e-11
1,-4.0325877e-11
2,-3.8781864000000004e-11
3,-3.7672312e-11
4,-3.7141603e-11
5,-3.6260748000000005e-11
6,-3.559169099999999e-11
7,-3.5062208e-11
8,-3.4631354e-11
9,-3.4232704000000004e-11
10,-3.3435521999999996e-11
11,-3.2627353000000005e-11
12,-3.2122192999999994e-11
13,-3.1554088e-11
14,-3.0281977e-11
15,-3.027075e-11
16,-2.9879629e-11
17,-2.9286596e-11
18,-2.8473868e-11
19,-2.7815043000000002e-11
20,-2.7431451e-11
21,-2.7023537999999998e-11
22,-2.6764856e-11
23,-2.5778711e-11
24,-2.5096442000000004e-11
25,-2.4914524000000002e-11
26,-2.4245820999999998e-11
27,-2.3473952000000004e-11
28,-2.3253889999999997e-11
29,-2.2661597e-11
30,-2.2168158999999997e-11
31,-2.1457864999999998e-11
32,-2.1086862e-11
33,-2.0724008999999998e-11
34,-2.0236987e-11
35,-1.9612226e-11
36,-1.885899e-11
37,-1.8552783999999998e-11
38,-1.7786089000000002e-11
39,-1.7089133e-11
40,-1.6731455999999997e-11
41,-1.6345151000000003e-11
42,-1.6043014e-11
43,-1.5123031e-11
44,-1.4707719000000002e-11
45,-1.4408919e-11
46,-1.4071366e-11
47,-1.313558e-11
48,-1.2618444000000002e-11
49,-1.2456151000000001e-11
50,-1.1767463000000001e-11
51,-1.12853751e-11
52,-1.04106881e-11
53,-1.0278632799999998e-11
54,-9.5046614e-12
55,-8.9621007e-12
56,-8.497044500000001e-12
57,-8.294886200000001e-12
58,-7.681732300000001e-12
59,-6.920097e-12
60,-6.4445525999999995e-12
61,-5.808074e-12
62,-5.473606100000001e-12
63,-5.177761399999999e-12
64,-4.445257999999999e-12
65,-3.8855464e-12
66,-3.4933158999999996e-12
67,-3.0950324e-12
68,-2.2365122399999997e-12
69,-1.60151521e-12
70,-1.5317838000000001e-12
71,-1.12510718e-12
72,-5.923005690000001e-13
73,-1.3946687000000003e-13
74,2.3006122800000004e-13
75,8.5421884e-13
76,1.4588813599999998e-12
77,1.90900696e-12
78,2.4500936e-12
79,2.8507329e-12
80,3.4690945000000003e-12
81,3.9193451999999995e-12
82,4.4801808e-12
83,4.9793136e-12
84,5.2696098e-12
85,6.058785400000001e-12
86,6.033972799999999e-12
87,6.7663778e-12
88,7.627638499999999e-12
89,8.127137099999999e-12
90,8.466548e-12
91,8.6184799e-12
92,9.2609101e-12
93,9.9107443e-12
94,9.965287600000001e-12
95,1.0990837999999998e-11
96,1.13855518e-11
97,1.1827040999999999e-11
98,1.2329499999999998e-11
99,1.2854303e-11
100,1.1432445000000002e-11
101,1.2321719000000001e-11
102,1.2715081000000001e-11
103,1.3199269999999999e-11
104,1.3092012999999999e-11
105,1.3729994e-11
106,1.4272450000000002e-11
107,1.4746888999999998e-11
108,1.5121480999999997e-11
109,1.5766862e-11
110,1.6285001e-11
111,1.6379432999999998e-11
112,1.6932249000000003e-11
113,1.7404096e-11
114,1.8121691e-11
115,1.8693765000000004e-11
116,1.9201529e-11
117,1.9458495000000004e-11
118,2.0124747e-11
119,2.0551672e-11
120,2.1275678000000003e-11
121,2.1433290999999997e-11
122,2.1937234999999997e-11
123,2.2486967e-11
124,2.3195669999999996e-11
125,2.3337856000000003e-11
126,2.4037922000000004e-11
127,2.426835e-11
128,2.4917816000000002e-11
129,2.5154911999999997e-11
130,2.5551718e-11
131,2.6129096999999997e-11
132,2.6485911000000002e-11
133,2.6886676999999995e-11
134,2.7603651999999995e-11
135,2.8256943999999998e-11
136,2.8817776999999997e-11
137,2.9167934000000004e-11
138,2.9459829e-11
139,3.0241362999999996e-11
140,3.0796887e-11
141,3.1202456e-11
142,3.1499176000000004e-11
143,3.1959428000000005e-11
144,3.2583085e-11
145,3.2921148e-11
146,3.3309070000000005e-11
147,3.367897300000001e-11
148,3.4018259e-11
149,3.4782997e-11
150,3.5108852e-11
151,3.5836554000000004e-11
152,3.6524523e-11
153,3.6860977e-11
154,3.737875e-11
155,3.7769509e-11
156,3.8100901e-11
157,3.8563251e-11
158,3.8975865e-11
159,3.961396e-11
160,4.0365992000000005e-11
161,4.0487686e-11
162,4.0987678999999997e-11
163,4.1748472e-11
164,4.2230318e-11
165,4.242680800000001e-11
166,4.2866813e-11
167,4.3296835e-11
168,4.3880625e-11
169,4.4190305000000006e-11
170,4.4669921e-11
171,4.4959844e-11
172,4.5512295000000006e-11
173,4.5864673e-11
174,4.6479323e-11
175,4.735454599999999e-11
176,4.7734807e-11
177,4.8157778999999996e-11
178,4.86326e-11
179,4.9273041e-11
180,4.9819324e-11
181,4.9923122999999994e-11
182,5.0284379e-11
183,5.0773519000000005e-11
184,5.1438905999999994e-11
185,5.1701544e-11
186,5.2286562999999995e-11
187,5.2564649e-11
188,5.3270883e-11
189,5.3879972e-11
190,5.4404174e-11
191,5.477542300000001e-11
192,5.543525499999999e-11
193,5.5833165999999995e-11
194,5.619110700000001e-11
195,5.667653300000001e-11
196,5.728884e-11
197,5.7607034e-11
198,5.7926459e-11
199,5.8524324e-11
200,5.903937699999999e-11
