0	727
1	794
2	733
3	934
4	995
5	807
6	851
7	730
8	876
9	867
10	788
11	887
12	891
13	881
14	732
15	793
16	673
17	848
18	807
19	791
20	764
21	861
22	794
23	902
24	993
25	787
26	912
27	713
28	835
29	716
30	1097
31	856
32	916
33	824
34	743
35	764
36	999
37	957
38	687
39	903
40	748
41	759
42	808
43	989
44	997
45	894
46	788
47	767
48	792
49	885
50	942
51	1001
52	880
53	761
54	762
55	738
56	879
57	926
58	938
59	880
60	915
61	768
62	1085
63	954
64	951
65	918
66	927
67	904
68	1158
69	1165
70	934
71	930
72	890
73	839
74	914
75	1057
76	923
77	989
78	1034
79	971
80	895
81	1106
82	1030
83	917
84	943
85	803
86	783
87	826
88	1049
89	936
90	843
91	835
92	827
93	2715
94	1390
95	965
96	1050
97	752
98	759
99	950
100	1103
101	1126
102	1015
103	901
104	940
105	776
106	943
107	1130
108	974
109	954
110	1029
111	987
112	950
113	1065
114	1015
115	1110
116	1002
117	965
118	865
119	877
120	1121
121	919
122	1088
123	972
124	879
125	911
126	1112
127	1029
128	975
129	951
130	935
131	1036
132	1091
133	1041
134	1058
135	964
136	909
137	905
138	896
139	1072
140	1064
141	917
142	927
143	783
144	845
145	1220
146	1023
147	888
148	994
149	915
150	879
151	926
152	1023
153	1060
154	883
155	803
156	776
157	941
158	1228
159	988
160	970
161	707
162	847
163	984
164	955
165	921
166	1046
167	945
168	866
169	830
170	912
171	1182
172	1048
173	1068
174	904
175	920
176	1079
177	1239
178	1076
179	867
180	964
181	767
182	883
183	880
184	1123
185	1084
186	1061
187	966
188	881
189	949
190	1082
191	1170
192	1105
193	1003
194	861
195	959
196	1102
197	1079
198	1014
199	1120
200	950
201	780
202	921
203	1153
204	1055
205	973
206	879
207	962
208	838
209	1191
210	878
211	933
212	928
213	813
214	777
215	983
216	1190
217	1028
218	925
219	779
220	785
221	949
222	1141
223	836
224	1010
225	911
226	793
227	1122
228	1190
229	971
230	879
231	968
232	881
233	857
234	1043
235	1153
236	985
237	1033
238	925
239	934
240	1000
241	1164
242	1068
243	966
244	1047
245	940
246	878
247	957
248	1082
249	1002
250	1013
251	1030
252	999
253	1006
254	1273
255	1100
256	1064
257	1038
258	959
259	1056
260	1272
261	1041
262	1020
263	978
264	930
265	920
266	957
267	1087
268	981
269	1016
270	881
271	1026
272	941
273	1113
274	1041
275	1126
276	1355
277	874
278	908
279	932
280	1263
281	1033
282	1143
283	869
284	993
285	1197
286	1309
287	1187
288	1248
289	978
290	880
291	1040
292	1323
293	1211
294	1066
295	1366
296	1110
297	1094
298	1304
299	1371
300	1290
301	1173
302	1069
303	1167
304	1179
305	1485
306	1519
307	1409
308	1518
309	1367
310	1324
311	1327
312	1914
313	1720
314	1715
315	1500
316	1566
317	2270
318	2338
319	2398
320	2610
321	2360
322	2511
323	3326
324	4207
325	4415
326	4613
327	5006
328	4605
329	5492
330	5738
331	6347
332	5890
333	5457
334	4330
335	4217
336	4535
337	4531
338	4506
339	4540
340	4440
341	3880
342	3900
343	4764
344	5116
345	4844
346	4688
347	3767
348	3820
349	4581
350	4756
351	4830
352	4656
353	3640
354	3813
355	4373
356	4888
357	4823
358	4628
359	4581
360	4048
361	4000
362	4918
363	5104
364	4839
365	4562
366	3961
367	4407
368	4799
369	4981
370	4613
371	4694
372	4647
373	4508
374	4278
375	4602
376	4936
377	4805
378	4645
379	3980
380	4219
381	4427
382	4567
383	4512
384	4226
385	3595
386	3762
387	4015
388	4744
389	4536
390	4340
391	4366
392	3665
393	3686
394	3982
395	4385
396	4202
397	3847
398	3473
399	3265
400	4822
401	5056
402	4418
403	4374
404	4177
405	4058
406	3842
407	4144
408	4251
409	3879
410	4365
411	3633
412	3336
413	3497
414	3477
415	3152
416	4107
417	2912
418	2784
419	2556
420	2494
421	2537
422	2368
423	2702
424	2051
425	1670
426	2095
427	2027
428	1830
429	1782
430	1697
431	1543
432	1550
433	1853
434	1629
435	1830
436	1620
437	1215
438	1466
439	1453
440	1734
441	1730
442	1554
443	1238
444	1311
445	1518
446	1647
447	1513
448	1665
449	1385
450	1275
451	1414
452	1685
453	1655
454	1479
455	1502
456	1278
457	1305
458	1384
459	1621
460	1603
461	1470
462	1245
463	1324
464	1485
465	1786
466	1645
467	1582
468	1555
469	1357
470	1546
471	1419
472	1536
473	1664
474	1912
475	1266
476	1398
477	1640
478	1720
479	1612
480	1833
481	1453
482	1425
483	1763
484	1884
485	1685
486	1671
487	1622
488	1386
489	1421
490	1462
491	1716
492	1553
493	1592
494	1407
495	1382
496	1511
497	1806
498	1612
499	1627
500	1577
501	1452
502	1361
503	1580
504	1798
505	1752
506	1500
507	1542
508	1478
509	1570
510	2042
511	1934
512	1920
513	1494
514	1407
515	1561
516	1840
517	1807
518	1633
519	1571
520	1358
521	1213
522	1425
523	1864
524	1756
525	1636
526	1461
527	1444
528	1510
529	1755
530	1810
531	1721
532	1584
533	1409
534	1486
535	1627
536	1803
537	1675
538	1633
539	1408
540	1503
541	1572
542	1908
543	1777
544	1842
545	1508
546	1642
547	1770
548	2008
549	2055
550	1938
551	1831
552	1604
553	1584
554	1779
555	2007
556	2042
557	2006
558	1810
559	1571
560	1815
561	2021
562	2068
563	1845
564	1821
565	1635
566	1664
567	1883
568	1969
569	1946
570	1847
571	1611
572	1667
573	2395
574	2298
575	2047
576	2018
577	1657
578	1591
579	2091
580	2521
581	2295
582	2081
583	2119
