Ângulo R
2,5	5
2,6	6,7
2,7	9
2,8	8,7
2,9	14
3	8
3,1	13,3
3,2	15,3
3,3	25,7
3,4	63,3
3,5	159
3,6	311,3
3,7	472,3
3,8	607,7
3,9	698,3
4	777
4,1	853,7
4,2	856,3
4,3	929,3
4,4	920
4,5	920,3
4,6	942,7
4,7	940,7
4,8	935,3
4,9	887
5	870,7
5,1	878,3
5,2	847
5,3	806,7
5,4	787
5,5	729
5,6	713
5,7	699
5,8	635,7
5,9	654
6	573,7
6,1	550
6,2	555
6,3	646,7
6,4	839,3
6,5	1090,3
6,6	1115,7
6,7	742,3
6,8	450,3
6,9	413
7	456,3
7,1	671,7
7,2	1249,3
7,3	1869,3
7,4	2021,3
7,5	1277,7
7,6	474,3
7,7	343,3
7,8	346,3
7,9	337
8	328,7
8,1	303
8,2	307,3
8,3	305
8,4	281
8,5	296,7
8,6	269
8,7	266,3
8,8	251
8,9	241
9	232,7
9,1	243
9,2	217
9,3	209,3
9,4	200,7
9,5	210,3
9,6	172,3
9,7	196,3
9,8	165,3
9,9	176,7
10	172,7
10,1	154,3
10,2	151
10,3	158,7
10,4	148
10,5	134,3
10,6	134,7
10,7	138,3
10,8	133
10,9	131,7
11	133,7
11,1	124,7
11,2	116,3
11,3	117,7
11,4	106,7
11,5	115,7
11,6	115,7
11,7	121
11,8	112,7
11,9	112,3
12	100
