Ângulo R
2,5	0,3
2,6	0,7
2,7	0,7
2,8	0,3
2,9	0,3
3	0,7
3,1	0,7
3,2	0,3
3,3	0,7
3,4	1,3
3,5	1,3
3,6	0,7
3,7	0
3,8	1
3,9	0
4	1
4,1	1
4,2	0,3
4,3	1
4,4	0,7
4,5	1,3
4,6	0,3
4,7	0
4,8	0,3
4,9	0
5	1,7
5,1	0
5,2	0,3
5,3	0,3
5,4	0,3
5,5	1
5,6	0,3
5,7	0
5,8	0,3
5,9	0,7
6	0,7
6,1	0
6,2	0,7
6,3	0
6,4	0,7
6,5	2
6,6	4,7
6,7	12,3
6,8	18
6,9	25,3
7	32
7,1	32,7
7,2	43
7,3	42
7,4	51,7
7,5	46,3
7,6	46,3
7,7	40,3
7,8	41,7
7,9	43,7
8	42,3
8,1	39
8,2	36
8,3	43
8,4	40
8,5	41
8,6	41
8,7	34,3
8,8	31
8,9	26,7
9	35
9,1	28,7
9,2	31
9,3	23,3
9,4	23,3
9,5	18,7
9,6	19,3
9,7	15,3
9,8	12,7
9,9	12,7
10	13,3
10,1	10,7
10,2	13,7
10,3	15
10,4	11,3
10,5	8,7
10,6	7
10,7	12,3
10,8	7,3
10,9	7,3
11	8,7
11,1	5,3
11,2	8,3
11,3	3,3
11,4	4
11,5	4,3
11,6	4,7
11,7	3
11,8	4
11,9	2,7
12	2,7
