Ângulo R
2,5	1,7
2,6	1,7
2,7	2
2,8	0,7
2,9	1
3	1
3,1	1
3,2	2,3
3,3	1,7
3,4	1
3,5	1,3
3,6	1
3,7	0,7
3,8	1,7
3,9	1,7
4	1,3
4,1	1,3
4,2	1
4,3	1
4,4	0,7
4,5	0,7
4,6	1
4,7	3
4,8	1,3
4,9	1
5	1,3
5,1	1,3
5,2	1
5,3	2
5,4	4,3
5,5	18
5,6	31
5,7	62
5,8	87
5,9	96,7
6	104
6,1	111
6,2	126
6,3	131
6,4	138,3
6,5	159,7
6,6	176,7
6,7	128,3
6,8	119,7
6,9	107,3
7	111,7
7,1	131,3
7,2	160,3
7,3	224,3
7,4	231,7
7,5	151
7,6	102,7
7,7	85
7,8	94
7,9	87
8	75
8,1	74,3
8,2	67
8,3	68
8,4	61,7
8,5	57,3
8,6	56,3
8,7	62
8,8	53
8,9	55
9	43
9,1	44,3
9,2	38,7
9,3	42
9,4	34,7
9,5	27,7
9,6	32
9,7	25,7
9,8	20,3
9,9	21,7
10	15,7
10,1	19,3
10,2	16
10,3	15,7
10,4	19,7
10,5	16,3
10,6	14,3
10,7	14
10,8	9,3
10,9	10,7
11	12,7
11,1	13,7
11,2	11
11,3	14
11,4	14
11,5	14,3
11,6	14
11,7	14
11,8	17
11,9	19,3
12	15,3
