Ângulo R
2,5	10
2,6	10
2,7	12
2,8	10
2,9	14
3	13
3,1	17
3,2	29
3,3	93
3,4	207
3,5	354
3,6	551
3,7	645
3,8	732
3,9	856
4	892
4,1	939
4,2	969
4,3	995
4,4	1003
4,5	970
4,6	999
4,7	945
4,8	968
4,9	927
5	878
5,1	811
5,2	856
5,3	843
5,4	760
5,5	803
5,6	739
5,7	704
5,8	706
5,9	644
6	632
6,1	638
6,2	709
6,3	873
6,4	1212
6,5	1260
6,6	937
6,7	567
6,8	509
6,9	511
7	765
7,1	1555
7,2	2177
7,3	2265
7,4	1721
7,5	673
7,6	438
7,7	429
7,8	437
7,9	407
8	380
8,1	395
8,2	364
8,3	365
8,4	339
8,5	318
8,6	318
8,7	314
8,8	311
8,9	320
9	294
9,1	286
9,2	277
9,3	288
9,4	281
9,5	249
9,6	220
9,7	228
9,8	213
9,9	233
10	216
10,1	187
10,2	207
10,3	195
10,4	199
10,5	153
10,6	174
10,7	186
10,8	161
10,9	173
11	181
11,1	149
11,2	166
11,3	145
11,4	160
11,5	164
11,6	146
11,7	137
11,8	119
11,9	154
12	127
12,1	114
12,2	146
12,3	114
12,4	108
12,5	141
12,6	136
12,7	149
12,8	226
12,9	286
13	359
13,1	242
13,2	141
13,3	120
13,4	117
13,5	117
13,6	110
13,7	101
13,8	102
13,9	132
14	96
14,1	104
14,2	108
14,3	175
14,4	254
14,5	557
14,6	776
14,7	627
14,8	277
14,9	109
15	120
15,1	98
15,2	95
15,3	93
15,4	80
15,5	70
15,6	82
15,7	78
15,8	85
15,9	68
16	56
16,1	74
16,2	76
16,3	69
16,4	63
16,5	76
16,6	66
16,7	69
16,8	67
16,9	62
17	68
17,1	77
17,2	58
17,3	53
17,4	44
17,5	61
17,6	56
17,7	64
17,8	50
17,9	51
18	60
18,1	64
18,2	44
18,3	50
18,4	51
18,5	54
18,6	36
18,7	45
18,8	43
18,9	41
19	42
19,1	45
19,2	49
19,3	68
19,4	56
19,5	72
19,6	79
19,7	99
19,8	56
19,9	47
20	44
20,1	32
20,2	41
20,3	41
20,4	34
20,5	34
20,6	37
20,7	26
20,8	36
20,9	42
21	30
21,1	31
21,2	33
21,3	37
21,4	39
21,5	33
21,6	36
21,7	35
21,8	42
21,9	39
22	80
22,1	165
22,2	170
22,3	156
22,4	91
22,5	37
22,6	33
22,7	29
22,8	27
22,9	37
23	23
23,1	26
23,2	20
23,3	25
23,4	36
23,5	20
23,6	26
23,7	25
23,8	13
23,9	32
24	22
24,1	24
24,2	26
24,3	29
24,4	18
24,5	22
24,6	18
24,7	22
24,8	18
24,9	15
25	15
25,1	22
25,2	20
25,3	15
25,4	26
25,5	17
25,6	23
25,7	24
25,8	22
25,9	9
26	24
26,1	19
26,2	12
26,3	22
26,4	16
26,5	23
26,6	40
26,7	38
26,8	22
26,9	18
27	25
27,1	22
27,2	17
27,3	16
27,4	13
27,5	20
27,6	19
27,7	17
27,8	16
27,9	15
28	19
28,1	20
28,2	20
28,3	20
28,4	11
28,5	14
28,6	13
28,7	18
28,8	11
28,9	14
29	12
29,1	15
29,2	12
29,3	17
29,4	19
29,5	17
29,6	16
29,7	15
29,8	17
29,9	12
30	16
