Tensao [V];Corrente [A]
-5;-3,082836E-10
-4,95;-2,882012E-10
-4,9;-2,836464E-10
-4,85;-2,794134E-10
-4,8;-2,753075E-10
-4,75;-2,737797E-10
-4,7;-2,718633E-10
-4,65;-2,708834E-10
-4,6;-2,650623E-10
-4,55;-2,600086E-10
-4,5;-2,58819E-10
-4,45;-2,606935E-10
-4,4;-2,57459E-10
-4,35;-2,52424E-10
-4,3;-2,515257E-10
-4,25;-2,52541E-10
-4,2;-2,483082E-10
-4,15;-2,458326E-10
-4,1;-2,444949E-10
-4,05;-2,462634E-10
-4;-2,446047E-10
-3,95;-2,389083E-10
-3,9;-2,383306E-10
-3,85;-2,386552E-10
-3,8;-2,338423E-10
-3,75;-2,370275E-10
-3,7;-2,366461E-10
-3,65;-2,368878E-10
-3,6;-2,35317E-10
-3,55;-2,316592E-10
-3,5;-2,293416E-10
-3,45;-2,29408E-10
-3,4;-2,296734E-10
-3,35;-2,283331E-10
-3,3;-2,242583E-10
-3,25;-2,247841E-10
-3,2;-2,240324E-10
-3,15;-2,229169E-10
-3,1;-2,212631E-10
-3,05;-2,200141E-10
-3;-2,14383E-10
-2,95;-2,133614E-10
-2,9;-2,114583E-10
-2,85;-2,101873E-10
-2,8;-2,152222E-10
-2,75;-2,157774E-10
-2,7;-2,122333E-10
-2,65;-2,077561E-10
-2,6;-2,090567E-10
-2,55;-2,076338E-10
-2,5;-2,03907E-10
-2,45;-2,007971E-10
-2,4;-2,027691E-10
-2,35;-2,012647E-10
-2,3;-1,879835E-10
-2,25;-1,932284E-10
-2,2;-1,933493E-10
-2,15;-1,92631E-10
-2,1;-1,897483E-10
-2,05;-1,868764E-10
-2;-1,881303E-10
-1,95;-1,865309E-10
-1,9;-1,826202E-10
-1,85;-1,769065E-10
-1,8;-1,801373E-10
-1,75;-1,751392E-10
-1,7;-1,719737E-10
-1,65;-1,679654E-10
-1,6;-1,602141E-10
-1,55;-1,636942E-10
-1,5;-1,572609E-10
-1,45;-1,507549E-10
-1,4;-1,46902E-10
-1,35;-1,440747E-10
-1,3;-1,373971E-10
-1,25;-1,296001E-10
-1,2;-1,242343E-10
-1,15;-1,188043E-10
-1,1;-1,121354E-10
-1,05;-9,779645E-11
-1;-9,269106E-11
-0,95;-8,389819E-11
-0,9;-7,633328E-11
-0,85;-6,120335E-11
-0,8;-4,622892E-11
-0,75;-2,732516E-11
-0,7;-2,670567E-12
-0,65;4,03126E-11
-0,6;1,135171E-10
-0,55;2,72256E-10
-0,5;6,586058E-10
-0,45;1,530405E-09
-0,4;4,141147E-09
-0,35;6,253873E-09
-0,3;1,05804E-08
-0,25;1,645156E-08
-0,2;2,683938E-08
-0,15;3,637403E-08
-0,1;4,695601E-08
-0,05;5,866638E-08
0;7,142937E-08
0,05;8,467603E-08
0,1;9,820549E-08
0,15;1,11674E-07
0,2;1,247924E-07
0,25;1,373451E-07
0,3;1,494329E-07
0,35;1,611329E-07
0,4;1,723713E-07
0,45;1,83131E-07
0,5;1,93599E-07
0,55;2,037939E-07
0,6;2,13572E-07
0,65;2,23444E-07
0,7;2,330082E-07
0,75;2,424514E-07
0,8;2,516594E-07
0,85;2,606251E-07
0,9;2,694453E-07
0,95;2,780167E-07
1;2,864263E-07
1,05;2,945573E-07
1,1;3,024734E-07
1,15;3,102027E-07
1,2;3,176081E-07
1,25;3,247644E-07
1,3;3,316802E-07
1,35;3,385411E-07
1,4;3,451052E-07
1,45;3,514528E-07
1,5;3,576734E-07
1,55;3,637174E-07
1,6;3,695671E-07
1,65;3,751949E-07
1,7;3,806481E-07
1,75;3,860315E-07
1,8;3,91181E-07
1,85;3,961446E-07
1,9;4,009529E-07
1,95;4,056878E-07
2;4,102875E-07
2,05;4,146036E-07
2,1;4,188779E-07
2,15;4,230126E-07
2,2;4,27095E-07
2,25;4,310117E-07
2,3;4,348403E-07
2,35;4,385103E-07
2,4;4,422714E-07
2,45;4,458225E-07
2,5;4,492215E-07
2,55;4,526161E-07
2,6;4,559346E-07
2,65;4,591539E-07
2,7;4,622788E-07
2,75;4,653184E-07
2,8;4,683113E-07
2,85;4,712217E-07
2,9;4,739792E-07
2,95;4,766882E-07
3;4,793466E-07
3,05;4,819357E-07
3,1;4,843565E-07
3,15;4,867745E-07
3,2;4,891481E-07
3,25;4,91495E-07
3,3;4,936639E-07
3,35;4,958078E-07
3,4;4,979541E-07
3,45;5,000651E-07
3,5;5,020967E-07
3,55;5,040594E-07
3,6;5,060467E-07
3,65;5,080905E-07
3,7;5,09978E-07
3,75;5,118949E-07
3,8;5,137396E-07
3,85;5,155951E-07
3,9;5,174221E-07
3,95;5,192069E-07
4;5,209873E-07
4,05;5,227935E-07
4,1;5,245315E-07
4,15;5,262518E-07
4,2;5,279795E-07
4,25;5,29683E-07
4,3;5,314201E-07
4,35;5,330521E-07
4,4;5,347266E-07
4,45;5,363821E-07
4,5;5,380289E-07
4,55;5,395854E-07
4,6;5,41045E-07
4,65;5,42641E-07
4,7;5,442278E-07
4,75;5,457468E-07
4,8;5,472088E-07
4,85;5,486832E-07
4,9;5,501539E-07
4,95;5,515827E-07
5;5,529371E-07
