Tensao [V];Corrente [A]
-5;-2,879736E-10
-4,95;-2,67978E-10
-4,9;-2,616358E-10
-4,85;-2,605818E-10
-4,8;-2,562735E-10
-4,75;-2,533831E-10
-4,7;-2,505507E-10
-4,65;-2,499583E-10
-4,6;-2,476086E-10
-4,55;-2,45366E-10
-4,5;-2,443022E-10
-4,45;-2,43385E-10
-4,4;-2,413059E-10
-4,35;-2,400628E-10
-4,3;-2,391681E-10
-4,25;-2,378499E-10
-4,2;-2,344228E-10
-4,15;-2,315744E-10
-4,1;-2,314237E-10
-4,05;-2,306413E-10
-4;-2,282856E-10
-3,95;-2,246866E-10
-3,9;-2,246088E-10
-3,85;-2,248236E-10
-3,8;-2,222751E-10
-3,75;-2,189639E-10
-3,7;-2,19154E-10
-3,65;-2,176657E-10
-3,6;-2,138694E-10
-3,55;-2,107211E-10
-3,5;-2,098584E-10
-3,45;-2,084158E-10
-3,4;-2,062166E-10
-3,35;-2,029102E-10
-3,3;-2,017835E-10
-3,25;-2,027819E-10
-3,2;-2,005271E-10
-3,15;-1,964484E-10
-3,1;-1,937788E-10
-3,05;-1,92309E-10
-3;-1,903281E-10
-2,95;-1,891915E-10
-2,9;-1,860987E-10
-2,85;-1,850706E-10
-2,8;-1,827826E-10
-2,75;-1,790148E-10
-2,7;-1,770203E-10
-2,65;-1,751705E-10
-2,6;-1,741337E-10
-2,55;-1,703338E-10
-2,5;-1,678223E-10
-2,45;-1,658834E-10
-2,4;-1,646975E-10
-2,35;-1,608766E-10
-2,3;-1,568953E-10
-2,25;-1,546393E-10
-2,2;-1,521511E-10
-2,15;-1,479305E-10
-2,1;-1,43754E-10
-2,05;-1,430494E-10
-2;-1,402614E-10
-1,95;-1,364517E-10
-1,9;-1,316274E-10
-1,85;-1,307043E-10
-1,8;-1,280694E-10
-1,75;-1,21906E-10
-1,7;-1,170189E-10
-1,65;-1,136867E-10
-1,6;-1,088649E-10
-1,55;-1,033582E-10
-1,5;-9,684189E-11
-1,45;-8,932847E-11
-1,4;-8,034018E-11
-1,35;-6,51578E-11
-1,3;-4,64346E-11
-1,25;-2,297479E-11
-1,2;1,310325E-11
-1,15;6,432159E-11
-1,1;1,37954E-10
-1,05;2,310221E-10
-1;3,630889E-10
-0,95;5,464324E-10
-0,9;8,04861E-10
-0,85;1,174916E-09
-0,8;1,728752E-09
-0,75;2,930122E-09
-0,7;3,929677E-09
-0,65;5,97512E-09
-0,6;9,232922E-09
-0,55;1,43291E-08
-0,5;2,648654E-08
-0,45;4,003731E-08
-0,4;5,798608E-08
-0,35;8,064016E-08
-0,3;1,085541E-07
-0,25;1,397064E-07
-0,2;1,718059E-07
-0,15;2,043695E-07
-0,1;2,372439E-07
-0,05;2,707096E-07
0;3,048995E-07
0,05;3,390778E-07
0,1;3,735385E-07
0,15;4,082996E-07
0,2;4,433441E-07
0,25;4,785622E-07
0,3;5,138767E-07
0,35;5,494323E-07
0,4;5,84857E-07
0,45;6,20206E-07
0,5;6,554527E-07
0,55;6,906103E-07
0,6;7,257648E-07
0,65;7,609231E-07
0,7;7,961994E-07
0,75;8,310416E-07
0,8;8,658226E-07
0,85;9,002354E-07
0,9;9,342806E-07
0,95;9,677065E-07
1;1,000477E-06
1,05;1,032668E-06
1,1;1,06384E-06
1,15;1,094089E-06
1,2;1,123414E-06
1,25;1,151764E-06
1,3;1,179201E-06
1,35;1,205721E-06
1,4;1,231367E-06
1,45;1,256099E-06
1,5;1,280023E-06
1,55;1,303282E-06
1,6;1,325919E-06
1,65;1,347712E-06
1,7;1,368939E-06
1,75;1,389804E-06
1,8;1,410147E-06
1,85;1,429931E-06
1,9;1,449247E-06
1,95;1,468148E-06
2;1,486628E-06
2,05;1,504867E-06
2,1;1,522776E-06
2,15;1,540167E-06
2,2;1,557133E-06
2,25;1,573812E-06
2,3;1,590078E-06
2,35;1,605903E-06
2,4;1,621419E-06
2,45;1,636649E-06
2,5;1,651342E-06
2,55;1,665835E-06
2,6;1,680037E-06
2,65;1,693889E-06
2,7;1,707403E-06
2,75;1,720391E-06
2,8;1,733262E-06
2,85;1,745502E-06
2,9;1,757476E-06
2,95;1,76913E-06
3;1,780331E-06
3,05;1,791193E-06
3,1;1,80201E-06
3,15;1,812155E-06
3,2;1,822223E-06
3,25;1,83211E-06
3,3;1,841278E-06
3,35;1,850344E-06
3,4;1,85932E-06
3,45;1,868043E-06
3,5;1,876594E-06
3,55;1,884838E-06
3,6;1,892894E-06
3,65;1,900614E-06
3,7;1,908207E-06
3,75;1,916053E-06
3,8;1,923389E-06
3,85;1,930386E-06
3,9;1,937474E-06
3,95;1,944462E-06
4;1,951145E-06
4,05;1,957766E-06
4,1;1,964402E-06
4,15;1,97051E-06
4,2;1,976277E-06
4,25;1,982411E-06
4,3;1,988866E-06
4,35;1,99483E-06
4,4;2,000357E-06
4,45;2,005746E-06
4,5;2,01124E-06
4,55;2,016645E-06
4,6;2,021959E-06
4,65;2,027241E-06
4,7;2,032465E-06
4,75;2,037416E-06
4,8;2,042158E-06
4,85;2,046895E-06
4,9;2,051605E-06
4,95;2,056271E-06
5;2,06088E-06
