Tensao [V];Corrente [A]
-5;-1,166374E-09
-4,95;-1,149401E-09
-4,9;-1,14206E-09
-4,85;-1,139963E-09
-4,8;-1,136317E-09
-4,75;-1,11111E-09
-4,7;-1,107687E-09
-4,65;-1,104077E-09
-4,6;-1,105355E-09
-4,55;-1,11023E-09
-4,5;-1,111508E-09
-4,45;-1,11084E-09
-4,4;-1,112682E-09
-4,35;-1,111981E-09
-4,3;-1,109931E-09
-4,25;-1,108107E-09
-4,2;-1,106371E-09
-4,15;-1,104809E-09
-4,1;-1,100543E-09
-4,05;-1,096138E-09
-4;-1,092499E-09
-3,95;-1,089343E-09
-3,9;-1,086915E-09
-3,85;-1,086262E-09
-3,8;-1,086478E-09
-3,75;-1,085209E-09
-3,7;-1,080634E-09
-3,65;-1,078935E-09
-3,6;-1,076005E-09
-3,55;-1,072227E-09
-3,5;-1,072356E-09
-3,45;-1,066667E-09
-3,4;-1,059923E-09
-3,35;-1,053317E-09
-3,3;-1,047357E-09
-3,25;-1,042564E-09
-3,2;-1,045427E-09
-3,15;-1,045267E-09
-3,1;-1,04017E-09
-3,05;-1,034938E-09
-3;-1,031757E-09
-2,95;-1,024846E-09
-2,9;-1,020147E-09
-2,85;-1,016781E-09
-2,8;-1,010192E-09
-2,75;-1,005286E-09
-2,7;-1,003241E-09
-2,65;-1,001772E-09
-2,6;-9,971444E-10
-2,55;-9,937093E-10
-2,5;-9,886924E-10
-2,45;-9,801047E-10
-2,4;-9,728509E-10
-2,35;-9,679169E-10
-2,3;-9,637685E-10
-2,25;-9,563152E-10
-2,2;-9,520426E-10
-2,15;-9,504606E-10
-2,1;-9,491282E-10
-2,05;-9,403248E-10
-2;-9,317638E-10
-1,95;-9,261047E-10
-1,9;-9,18948E-10
-1,85;-9,103557E-10
-1,8;-9,007304E-10
-1,75;-8,893206E-10
-1,7;-8,76141E-10
-1,65;-8,58967E-10
-1,6;-8,360372E-10
-1,55;-8,089496E-10
-1,5;-7,732229E-10
-1,45;-7,204337E-10
-1,4;-6,516123E-10
-1,35;-5,647973E-10
-1,3;-4,487502E-10
-1,25;-2,998668E-10
-1,2;-1,044067E-10
-1,15;1,409396E-10
-1,1;4,56943E-10
-1,05;8,79588E-10
-1;1,453254E-09
-0,95;2,62021E-09
-0,9;3,368872E-09
-0,85;4,871391E-09
-0,8;7,010833E-09
-0,75;9,963935E-09
-0,7;1,398451E-08
-0,65;2,220527E-08
-0,6;3,030179E-08
-0,55;4,116071E-08
-0,5;5,547692E-08
-0,45;7,360893E-08
-0,4;9,564801E-08
-0,35;1,215179E-07
-0,3;1,508598E-07
-0,25;1,817177E-07
-0,2;2,132965E-07
-0,15;2,453687E-07
-0,1;2,779518E-07
-0,05;3,110322E-07
0;3,450349E-07
0,05;3,792897E-07
0,1;4,140396E-07
0,15;4,492823E-07
0,2;4,849367E-07
0,25;5,209893E-07
0,3;5,573486E-07
0,35;5,940943E-07
0,4;6,30941E-07
0,45;6,68016E-07
0,5;7,049724E-07
0,55;7,419999E-07
0,6;7,789873E-07
0,65;8,159657E-07
0,7;8,528786E-07
0,75;8,894999E-07
0,8;9,25952E-07
0,85;9,620608E-07
0,9;9,976701E-07
0,95;1,032672E-06
1;1,067031E-06
1,05;1,100747E-06
1,1;1,133606E-06
1,15;1,165668E-06
1,2;1,196893E-06
1,25;1,227206E-06
1,3;1,256647E-06
1,35;1,28506E-06
1,4;1,312749E-06
1,45;1,339464E-06
1,5;1,365297E-06
1,55;1,390381E-06
1,6;1,414665E-06
1,65;1,438207E-06
1,7;1,460977E-06
1,75;1,483379E-06
1,8;1,505373E-06
1,85;1,526441E-06
1,9;1,54627E-06
1,95;1,566136E-06
2;1,585804E-06
2,05;1,604693E-06
2,1;1,622823E-06
2,15;1,641009E-06
2,2;1,659082E-06
2,25;1,67652E-06
2,3;1,693523E-06
2,35;1,710331E-06
2,4;1,726789E-06
2,45;1,742865E-06
2,5;1,758537E-06
2,55;1,774156E-06
2,6;1,789121E-06
2,65;1,803793E-06
2,7;1,818011E-06
2,75;1,831976E-06
2,8;1,845539E-06
2,85;1,858775E-06
2,9;1,871765E-06
2,95;1,884411E-06
3;1,896737E-06
3,05;1,908704E-06
3,1;1,920676E-06
3,15;1,93204E-06
3,2;1,943151E-06
3,25;1,954109E-06
3,3;1,964681E-06
3,35;1,975196E-06
3,4;1,9855E-06
3,45;1,995722E-06
3,5;2,005701E-06
3,55;2,015387E-06
3,6;2,025077E-06
3,65;2,034504E-06
3,7;2,043782E-06
3,75;2,053098E-06
3,8;2,062208E-06
3,85;2,07107E-06
3,9;2,079939E-06
3,95;2,088639E-06
4;2,097083E-06
4,05;2,103859E-06
4,1;2,11216E-06
4,15;2,120412E-06
4,2;2,128187E-06
4,25;2,136065E-06
4,3;2,143654E-06
4,35;2,151229E-06
4,4;2,158779E-06
4,45;2,166143E-06
4,5;2,173532E-06
4,55;2,180897E-06
4,6;2,188486E-06
4,65;2,195436E-06
4,7;2,202038E-06
4,75;2,208688E-06
4,8;2,215027E-06
4,85;2,2216E-06
4,9;2,227977E-06
4,95;2,234316E-06
5;2,240143E-06
