Tensao [V];Corrente [A]
-5;-2,281091E-10
-4,95;-2,088437E-10
-4,9;-2,038862E-10
-4,85;-1,991459E-10
-4,8;-1,935476E-10
-4,75;-1,907485E-10
-4,7;-1,919283E-10
-4,65;-1,914939E-10
-4,6;-1,852613E-10
-4,55;-1,844087E-10
-4,5;-1,837878E-10
-4,45;-1,841013E-10
-4,4;-1,797843E-10
-4,35;-1,765877E-10
-4,3;-1,766544E-10
-4,25;-1,760595E-10
-4,2;-1,733529E-10
-4,15;-1,652569E-10
-4,1;-1,692E-10
-4,05;-1,714819E-10
-4;-1,675154E-10
-3,95;-1,641696E-10
-3,9;-1,65927E-10
-3,85;-1,675216E-10
-3,8;-1,641597E-10
-3,75;-1,597846E-10
-3,7;-1,596131E-10
-3,65;-1,593921E-10
-3,6;-1,563413E-10
-3,55;-1,51839E-10
-3,5;-1,510207E-10
-3,45;-1,533572E-10
-3,4;-1,507641E-10
-3,35;-1,466653E-10
-3,3;-1,44555E-10
-3,25;-1,47211E-10
-3,2;-1,450227E-10
-3,15;-1,392654E-10
-3,1;-1,37292E-10
-3,05;-1,40196E-10
-3;-1,412611E-10
-2,95;-1,31326E-10
-2,9;-1,28116E-10
-2,85;-1,306126E-10
-2,8;-1,292452E-10
-2,75;-1,254466E-10
-2,7;-1,217403E-10
-2,65;-1,24469E-10
-2,6;-1,26008E-10
-2,55;-1,207739E-10
-2,5;-1,144279E-10
-2,45;-1,164617E-10
-2,4;-1,165161E-10
-2,35;-1,10423E-10
-2,3;-1,060898E-10
-2,25;-1,050519E-10
-2,2;-1,05474E-10
-2,15;-1,011927E-10
-2,1;-9,494908E-11
-2,05;-9,581422E-11
-2;-9,683E-11
-1,95;-9,179832E-11
-1,9;-8,627166E-11
-1,85;-8,422911E-11
-1,8;-8,484006E-11
-1,75;-8,149549E-11
-1,7;-7,342901E-11
-1,65;-7,013255E-11
-1,6;-7,103594E-11
-1,55;-6,608329E-11
-1,5;-6,202164E-11
-1,45;-5,028104E-11
-1,4;-4,571339E-11
-1,35;-3,6667E-11
-1,3;-2,142014E-11
-1,25;-3,777774E-12
-1,2;2,098506E-11
-1,15;5,247193E-11
-1,1;1,030704E-10
-1,05;1,686495E-10
-1;2,553507E-10
-0,95;3,737201E-10
-0,9;5,465756E-10
-0,85;7,92893E-10
-0,8;1,153017E-09
-0,75;1,706608E-09
-0,7;2,955594E-09
-0,65;3,991024E-09
-0,6;6,149463E-09
-0,55;9,601226E-09
-0,5;1,499754E-08
-0,45;2,73645E-08
-0,4;3,996288E-08
-0,35;5,597152E-08
-0,3;7,588709E-08
-0,25;9,877049E-08
-0,2;1,227377E-07
-0,15;1,471441E-07
-0,1;1,718123E-07
-0,05;1,966432E-07
0;2,219855E-07
0,05;2,474702E-07
0,1;2,730666E-07
0,15;2,986724E-07
0,2;3,242705E-07
0,25;3,49984E-07
0,3;3,755021E-07
0,35;4,008301E-07
0,4;4,258355E-07
0,45;4,506927E-07
0,5;4,752616E-07
0,55;4,99736E-07
0,6;5,240651E-07
0,65;5,484368E-07
0,7;5,728028E-07
0,75;5,968653E-07
0,8;6,20711E-07
0,85;6,443088E-07
0,9;6,675799E-07
0,95;6,903776E-07
1;7,125882E-07
1,05;7,342812E-07
1,1;7,552426E-07
1,15;7,7558E-07
1,2;7,951398E-07
1,25;8,138968E-07
1,3;8,319864E-07
1,35;8,495056E-07
1,4;8,663486E-07
1,45;8,825259E-07
1,5;8,982963E-07
1,55;9,136146E-07
1,6;9,284536E-07
1,65;9,427517E-07
1,7;9,568472E-07
1,75;9,707338E-07
1,8;9,841553E-07
1,85;9,971727E-07
1,9;1,009946E-06
1,95;1,022606E-06
2;1,03492E-06
2,05;1,046946E-06
2,1;1,058777E-06
2,15;1,070331E-06
2,2;1,081592E-06
2,25;1,092516E-06
2,3;1,103252E-06
2,35;1,113801E-06
2,4;1,124144E-06
2,45;1,134226E-06
2,5;1,144086E-06
2,55;1,15367E-06
2,6;1,16305E-06
2,65;1,172097E-06
2,7;1,180981E-06
2,75;1,189855E-06
2,8;1,198391E-06
2,85;1,206376E-06
2,9;1,214468E-06
2,95;1,222358E-06
3;1,229963E-06
3,05;1,237205E-06
3,1;1,24427E-06
3,15;1,251309E-06
3,2;1,257695E-06
3,25;1,264245E-06
3,3;1,270677E-06
3,35;1,276785E-06
3,4;1,28288E-06
3,45;1,288619E-06
3,5;1,294221E-06
3,55;1,299695E-06
3,6;1,305181E-06
3,65;1,310259E-06
3,7;1,315489E-06
3,75;1,320602E-06
3,8;1,325609E-06
3,85;1,330439E-06
3,9;1,335269E-06
3,95;1,339897E-06
4;1,344464E-06
4,05;1,349011E-06
4,1;1,353307E-06
4,15;1,357464E-06
4,2;1,361512E-06
4,25;1,365697E-06
4,3;1,36987E-06
4,35;1,374011E-06
4,4;1,377694E-06
4,45;1,381213E-06
4,5;1,384864E-06
4,55;1,388672E-06
4,6;1,392368E-06
4,65;1,395488E-06
4,7;1,398893E-06
4,75;1,402649E-06
4,8;1,406158E-06
4,85;1,409476E-06
4,9;1,412852E-06
4,95;1,416037E-06
5;1,419154E-06
