Tensao [V];Corrente [A]
-5;-3,116661E-10
-4,95;-2,9358E-10
-4,9;-2,878311E-10
-4,85;-2,851395E-10
-4,8;-2,803857E-10
-4,75;-2,761749E-10
-4,7;-2,757195E-10
-4,65;-2,752371E-10
-4,6;-2,739795E-10
-4,55;-2,70151E-10
-4,5;-2,684603E-10
-4,45;-2,686195E-10
-4,4;-2,6509E-10
-4,35;-2,619588E-10
-4,3;-2,60462E-10
-4,25;-2,599756E-10
-4,2;-2,57163E-10
-4,15;-2,538136E-10
-4,1;-2,526633E-10
-4,05;-2,531078E-10
-4;-2,49077E-10
-3,95;-2,473775E-10
-3,9;-2,452054E-10
-3,85;-2,462928E-10
-3,8;-2,422941E-10
-3,75;-2,390432E-10
-3,7;-2,385202E-10
-3,65;-2,374786E-10
-3,6;-2,360742E-10
-3,55;-2,345684E-10
-3,5;-2,31335E-10
-3,45;-2,303564E-10
-3,4;-2,266873E-10
-3,35;-2,252273E-10
-3,3;-2,227368E-10
-3,25;-2,208881E-10
-3,2;-2,191381E-10
-3,15;-2,168377E-10
-3,1;-2,151494E-10
-3,05;-2,152406E-10
-3;-2,113963E-10
-2,95;-2,093637E-10
-2,9;-2,074766E-10
-2,85;-2,062203E-10
-2,8;-2,028598E-10
-2,75;-1,994079E-10
-2,7;-1,973827E-10
-2,65;-1,94769E-10
-2,6;-1,929743E-10
-2,55;-1,89868E-10
-2,5;-1,868395E-10
-2,45;-1,84591E-10
-2,4;-1,836838E-10
-2,35;-1,785264E-10
-2,3;-1,746722E-10
-2,25;-1,724199E-10
-2,2;-1,695789E-10
-2,15;-1,666416E-10
-2,1;-1,631527E-10
-2,05;-1,610832E-10
-2;-1,55548E-10
-1,95;-1,512705E-10
-1,9;-1,478889E-10
-1,85;-1,451418E-10
-1,8;-1,417332E-10
-1,75;-1,374629E-10
-1,7;-1,328042E-10
-1,65;-1,293658E-10
-1,6;-1,252931E-10
-1,55;-1,181376E-10
-1,5;-1,102639E-10
-1,45;-1,043992E-10
-1,4;-9,269101E-11
-1,35;-7,745683E-11
-1,3;-5,670239E-11
-1,25;-2,885287E-11
-1,2;1,077431E-11
-1,15;6,914939E-11
-1,1;1,490139E-10
-1,05;2,567114E-10
-1;4,040836E-10
-0,95;6,106344E-10
-0,9;8,977639E-10
-0,85;1,314046E-09
-0,8;1,937162E-09
-0,75;3,275221E-09
-0,7;4,407277E-09
-0,65;6,693103E-09
-0,6;1,032766E-08
-0,55;1,599796E-08
-0,5;2,917478E-08
-0,45;4,420944E-08
-0,4;6,400082E-08
-0,35;8,89512E-08
-0,3;1,195444E-07
-0,25;1,532824E-07
-0,2;1,878788E-07
-0,15;2,230006E-07
-0,1;2,586548E-07
-0,05;2,947768E-07
0;3,31728E-07
0,05;3,686817E-07
0,1;4,060107E-07
0,15;4,436798E-07
0,2;4,817178E-07
0,25;5,199533E-07
0,3;5,584307E-07
0,35;5,972211E-07
0,4;6,359924E-07
0,45;6,748093E-07
0,5;7,135626E-07
0,55;7,522709E-07
0,6;7,910336E-07
0,65;8,29874E-07
0,7;8,687298E-07
0,75;9,072835E-07
0,8;9,456829E-07
0,85;9,838357E-07
0,9;1,021538E-06
0,95;1,058688E-06
1;1,09508E-06
1,05;1,130824E-06
1,1;1,165583E-06
1,15;1,199344E-06
1,2;1,232081E-06
1,25;1,26385E-06
1,3;1,294551E-06
1,35;1,324316E-06
1,4;1,353188E-06
1,45;1,381015E-06
1,5;1,407959E-06
1,55;1,434112E-06
1,6;1,459445E-06
1,65;1,484105E-06
1,7;1,508167E-06
1,75;1,531579E-06
1,8;1,554344E-06
1,85;1,57664E-06
1,9;1,598362E-06
1,95;1,619611E-06
2;1,640458E-06
2,05;1,660905E-06
2,1;1,680996E-06
2,15;1,700548E-06
2,2;1,719731E-06
2,25;1,738464E-06
2,3;1,756712E-06
2,35;1,774564E-06
2,4;1,792034E-06
2,45;1,809168E-06
2,5;1,825829E-06
2,55;1,84206E-06
2,6;1,857958E-06
2,65;1,873478E-06
2,7;1,888596E-06
2,75;1,903306E-06
2,8;1,917741E-06
2,85;1,93168E-06
2,9;1,945122E-06
2,95;1,958311E-06
3;1,970943E-06
3,05;1,983082E-06
3,1;1,994996E-06
3,15;2,006784E-06
3,2;2,018027E-06
3,25;2,02862E-06
3,3;2,039229E-06
3,35;2,049733E-06
3,4;2,059777E-06
3,45;2,069456E-06
3,5;2,079004E-06
3,55;2,088287E-06
3,6;2,097472E-06
3,65;2,104095E-06
3,7;2,113372E-06
3,75;2,121999E-06
3,8;2,130363E-06
3,85;2,138576E-06
3,9;2,146389E-06
3,95;2,154342E-06
4;2,16188E-06
4,05;2,169418E-06
4,1;2,176319E-06
4,15;2,183733E-06
4,2;2,190496E-06
4,25;2,19731E-06
4,3;2,203923E-06
4,35;2,210475E-06
4,4;2,217138E-06
4,45;2,223289E-06
4,5;2,229339E-06
4,55;2,235427E-06
4,6;2,241443E-06
4,65;2,247231E-06
4,7;2,252869E-06
4,75;2,258557E-06
4,8;2,263972E-06
4,85;2,269297E-06
4,9;2,274423E-06
4,95;2,279498E-06
5;2,284474E-06
