Tensao [V];Corrente [A]
-5;-1,03503E-10
-4,95;-9,271348E-11
-4,9;-8,7882E-11
-4,85;-8,482634E-11
-4,8;-8,202499E-11
-4,75;-8,047624E-11
-4,7;-7,774516E-11
-4,65;-7,431811E-11
-4,6;-7,327904E-11
-4,55;-7,304447E-11
-4,5;-7,120449E-11
-4,45;-6,771449E-11
-4,4;-6,612873E-11
-4,35;-6,526357E-11
-4,3;-6,369261E-11
-4,25;-5,994341E-11
-4,2;-5,791212E-11
-4,15;-5,740484E-11
-4,1;-5,58203E-11
-4,05;-5,343237E-11
-4;-5,099997E-11
-3,95;-5,086054E-11
-3,9;-4,871816E-11
-3,85;-4,657576E-11
-3,8;-4,346462E-11
-3,75;-4,390643E-11
-3,7;-4,161227E-11
-3,65;-3,895897E-11
-3,6;-3,600335E-11
-3,55;-3,644514E-11
-3,5;-3,506791E-11
-3,45;-3,199994E-11
-3,4;-2,911588E-11
-3,35;-2,730174E-11
-3,3;-2,627007E-11
-3,25;-2,394751E-11
-3,2;-2,055254E-11
-3,15;-1,860637E-11
-3,1;-1,775856E-11
-3,05;-1,580499E-11
-3;-1,10414E-11
-2,95;-1,032439E-11
-2,9;-9,940592E-12
-2,85;-6,235856E-12
-2,8;-1,754877E-12
-2,75;-1,999242E-13
-2,7;-3,282694E-13
-2,65;2,724945E-12
-2,6;6,127422E-12
-2,55;9,009115E-12
-2,5;1,010378E-11
-2,45;1,275221E-11
-2,4;1,758629E-11
-2,35;2,104307E-11
-2,3;2,227719E-11
-2,25;2,41839E-11
-2,2;2,822568E-11
-2,15;3,246242E-11
-2,1;3,172563E-11
-2,05;3,352251E-11
-2;3,917235E-11
-1,95;4,522083E-11
-1,9;4,626856E-11
-1,85;4,82555E-11
-1,8;5,323643E-11
-1,75;5,794339E-11
-1,7;6,070908E-11
-1,65;6,204069E-11
-1,6;6,832978E-11
-1,55;7,409811E-11
-1,5;7,708465E-11
-1,45;8,001576E-11
-1,4;8,460794E-11
-1,35;8,994047E-11
-1,3;9,416368E-11
-1,25;9,782906E-11
-1,2;1,024904E-10
-1,15;1,107824E-10
-1,1;1,144119E-10
-1,05;1,178577E-10
-1;1,240616E-10
-0,95;1,322834E-10
-0,9;1,38765E-10
-0,85;1,431352E-10
-0,8;1,503645E-10
-0,75;1,611705E-10
-0,7;1,699699E-10
-0,65;1,758862E-10
-0,6;1,868329E-10
-0,55;2,019756E-10
-0,5;2,220078E-10
-0,45;2,467189E-10
-0,4;2,942079E-10
-0,35;3,901069E-10
-0,3;5,707926E-10
-0,25;8,894644E-10
-0,2;1,431104E-09
-0,15;2,79358E-09
-0,1;3,544789E-09
-0,05;4,965758E-09
0;6,763762E-09
0,05;7,993109E-09
0,1;9,359216E-09
0,15;1,069853E-08
0,2;1,210066E-08
0,25;1,34796E-08
0,3;1,47206E-08
0,35;1,592104E-08
0,4;1,717856E-08
0,45;1,84422E-08
0,5;2,018453E-08
0,55;2,131745E-08
0,6;2,24881E-08
0,65;2,371828E-08
0,7;2,486952E-08
0,75;2,592398E-08
0,8;2,696764E-08
0,85;2,81512E-08
0,9;2,927634E-08
0,95;3,028993E-08
1;3,131405E-08
1,05;3,245376E-08
1,1;3,351247E-08
1,15;3,444195E-08
1,2;3,539647E-08
1,25;3,643716E-08
1,3;3,746141E-08
1,35;3,83089E-08
1,4;3,919737E-08
1,45;4,013638E-08
1,5;4,108166E-08
1,55;4,191325E-08
1,6;4,270718E-08
1,65;4,360385E-08
1,7;4,439644E-08
1,75;4,516633E-08
1,8;4,586352E-08
1,85;4,668674E-08
1,9;4,749386E-08
1,95;4,821226E-08
2;4,885602E-08
2,05;4,952237E-08
2,1;5,026721E-08
2,15;5,096419E-08
2,2;5,158839E-08
2,25;5,22146E-08
2,3;5,297068E-08
2,35;5,377165E-08
2,4;5,434374E-08
2,45;5,491812E-08
2,5;5,550605E-08
2,55;5,6069E-08
2,6;5,66422E-08
2,65;5,718222E-08
2,7;5,783295E-08
2,75;5,848287E-08
2,8;5,918594E-08
2,85;5,970958E-08
2,9;6,031814E-08
2,95;6,089361E-08
3;6,143678E-08
3,05;6,19003E-08
3,1;6,24629E-08
3,15;6,302187E-08
3,2;6,353667E-08
3,25;6,397911E-08
3,3;6,442914E-08
3,35;6,498191E-08
3,4;6,547543E-08
3,45;6,590238E-08
3,5;6,635783E-08
3,55;6,684076E-08
3,6;6,735806E-08
3,65;6,775266E-08
3,7;6,819354E-08
3,75;6,859894E-08
3,8;6,905677E-08
3,85;6,940483E-08
3,9;6,979931E-08
3,95;7,023365E-08
4;7,06978E-08
4,05;7,110354E-08
4,1;7,144394E-08
4,15;7,185091E-08
4,2;7,22756E-08
4,25;7,269242E-08
4,3;7,299112E-08
4,35;7,336612E-08
4,4;7,37757E-08
4,45;7,417921E-08
4,5;7,44982E-08
4,55;7,484645E-08
4,6;7,523839E-08
4,65;7,560617E-08
4,7;7,589086E-08
4,75;7,624771E-08
4,8;7,659133E-08
4,85;7,696599E-08
4,9;7,725606E-08
4,95;7,753547E-08
5;7,787737E-08
