Tensao [V];Corrente [A]
-5;-4,685523E-11
-4,95;-4,080767E-11
-4,9;-4,049906E-11
-4,85;-3,929204E-11
-4,8;-3,79665E-11
-4,75;-3,756293E-11
-4,7;-3,64435E-11
-4,65;-3,552279E-11
-4,6;-3,418861E-11
-4,55;-3,47502E-11
-4,5;-3,395042E-11
-4,45;-3,27446E-11
-4,4;-3,198928E-11
-4,35;-3,115002E-11
-4,3;-3,119813E-11
-4,25;-3,028607E-11
-4,2;-3,005033E-11
-4,15;-2,884205E-11
-4,1;-2,859152E-11
-4,05;-2,789665E-11
-4;-2,726103E-11
-3,95;-2,618976E-11
-3,9;-2,77572E-11
-3,85;-2,610582E-11
-3,8;-2,650077E-11
-3,75;-2,558748E-11
-3,7;-2,558253E-11
-3,65;-2,512958E-11
-3,6;-2,44014E-11
-3,55;-2,294999E-11
-3,5;-2,286853E-11
-3,45;-2,171083E-11
-3,4;-2,088762E-11
-3,35;-2,000147E-11
-3,3;-1,987187E-11
-3,25;-2,012983E-11
-3,2;-1,89598E-11
-3,15;-1,8613E-11
-3,1;-1,765278E-11
-3,05;-1,770832E-11
-3;-1,742569E-11
-2,95;-1,602117E-11
-2,9;-1,589158E-11
-2,85;-1,54596E-11
-2,8;-1,484621E-11
-2,75;-1,379098E-11
-2,7;-1,331333E-11
-2,65;-1,302329E-11
-2,6;-1,261353E-11
-2,55;-1,244075E-11
-2,5;-1,171257E-11
-2,45;-1,19409E-11
-2,4;-1,075483E-11
-2,35;-9,906933E-12
-2,3;-9,518159E-12
-2,25;-9,523105E-12
-2,2;-9,117045E-12
-2,15;-8,32346E-12
-2,1;-7,363243E-12
-2,05;-7,436066E-12
-2;-6,443768E-12
-1,95;-6,442534E-12
-1,9;-5,237952E-12
-1,85;-5,95379E-12
-1,8;-5,161432E-12
-1,75;-3,866754E-12
-1,7;-3,875395E-12
-1,65;-2,988005E-12
-1,6;-2,091975E-12
-1,55;-1,473639E-12
-1,5;-1,597059E-12
-1,45;-1,276167E-12
-1,4;-5,590965E-13
-1,35;3,77672E-13
-1,3;9,380159E-13
-1,25;9,195022E-13
-1,2;7,923753E-13
-1,15;1,847648E-12
-1,1;2,293207E-12
-1,05;3,130022E-12
-1;2,517838E-12
-0,95;4,171715E-12
-0,9;4,96656E-12
-0,85;5,93297E-12
-0,8;5,774986E-12
-0,75;6,70067E-12
-0,7;6,225484E-12
-0,65;6,932701E-12
-0,6;7,551057E-12
-0,55;8,348368E-12
-0,5;8,99388E-12
-0,45;8,749502E-12
-0,4;8,830959E-12
-0,35;9,412283E-12
-0,3;1,043299E-11
-0,25;1,092546E-11
-0,2;1,139201E-11
-0,15;1,177831E-11
-0,1;1,279902E-11
-0,05;1,268671E-11
0;1,135497E-11
0,05;1,174375E-11
0,1;1,224609E-11
0,15;1,363954E-11
0,2;1,277558E-11
0,25;1,380246E-11
0,3;1,444426E-11
0,35;1,523541E-11
0,4;1,50984E-11
0,45;1,53033E-11
0,5;1,579204E-11
0,55;1,588956E-11
0,6;1,691274E-11
0,65;1,644373E-11
0,7;1,774586E-11
0,75;1,833582E-11
0,8;1,939355E-11
0,85;1,927136E-11
0,9;2,047104E-11
0,95;2,056978E-11
1;2,102274E-11
1,05;2,155346E-11
1,1;2,190768E-11
1,15;2,215329E-11
1,2;2,284571E-11
1,25;2,327399E-11
1,3;2,325547E-11
1,35;2,398242E-11
1,4;2,48316E-11
1,45;2,483283E-11
1,5;2,515496E-11
1,55;2,561903E-11
1,6;2,652249E-11
1,65;2,692978E-11
1,7;2,797644E-11
1,75;2,865281E-11
1,8;2,853061E-11
1,85;2,912181E-11
1,9;2,950935E-11
1,95;2,984259E-11
2;3,102869E-11
2,05;3,166802E-11
2,1;3,166557E-11
2,15;3,13212E-11
2,2;3,268749E-11
2,25;3,283315E-11
2,3;3,262458E-11
2,35;3,340461E-11
2,4;3,379091E-11
2,45;3,53769E-11
2,5;3,508438E-11
2,55;3,569656E-11
2,6;3,608659E-11
2,65;3,615939E-11
2,7;3,846866E-11
2,75;3,794534E-11
2,8;3,81897E-11
2,85;3,886361E-11
2,9;3,836623E-11
2,95;3,948072E-11
3;4,011884E-11
3,05;4,015588E-11
3,1;4,127283E-11
3,15;4,164312E-11
3,2;4,198994E-11
3,25;4,224048E-11
3,3;4,314395E-11
3,35;4,306497E-11
3,4;4,385732E-11
3,45;4,392646E-11
3,5;4,428191E-11
3,55;4,592342E-11
3,6;4,588642E-11
3,65;4,583458E-11
3,7;4,675903E-11
3,75;4,815617E-11
3,8;4,833392E-11
3,85;4,810434E-11
3,9;4,868814E-11
3,95;4,874122E-11
4;4,952249E-11
4,05;5,005072E-11
4,1;5,08678E-11
4,15;5,074811E-11
4,2;5,173177E-11
4,25;5,112697E-11
4,3;5,24254E-11
4,35;5,206498E-11
4,4;5,245007E-11
4,45;5,345599E-11
4,5;5,420516E-11
4,55;5,479265E-11
4,6;5,512221E-11
4,65;5,39509E-11
4,7;5,506538E-11
4,75;5,582571E-11
4,8;5,666376E-11
4,85;5,668967E-11
4,9;5,712046E-11
4,95;5,820282E-11
5;5,908411E-11
