Tensao [V];Corrente [A]
-5;-4,693378E-11
-4,95;-4,050103E-11
-4,9;-3,946797E-11
-4,85;-3,836457E-11
-4,8;-3,705507E-11
-4,75;-3,584922E-11
-4,7;-3,56641E-11
-4,65;-3,588008E-11
-4,6;-3,366958E-11
-4,55;-3,371651E-11
-4,5;-3,398307E-11
-4,45;-3,319192E-11
-4,4;-3,176024E-11
-4,35;-3,198984E-11
-4,3;-3,173063E-11
-4,25;-3,123942E-11
-4,2;-2,985335E-11
-4,15;-2,942879E-11
-4,1;-2,98435E-11
-4,05;-2,829948E-11
-4;-2,70912E-11
-3,95;-2,62951E-11
-3,9;-2,783296E-11
-3,85;-2,602482E-11
-3,8;-2,464742E-11
-3,75;-2,443266E-11
-3,7;-2,428579E-11
-3,65;-2,369459E-11
-3,6;-2,214071E-11
-3,55;-2,15125E-11
-3,5;-2,285285E-11
-3,45;-2,276276E-11
-3,4;-2,062015E-11
-3,35;-2,089663E-11
-3,3;-2,066581E-11
-3,25;-2,112865E-11
-3,2;-1,88626E-11
-3,15;-1,811467E-11
-3,1;-1,926128E-11
-3,05;-1,761482E-11
-3;-1,626459E-11
-2,95;-1,642998E-11
-2,9;-1,649539E-11
-2,85;-1,576843E-11
-2,8;-1,408494E-11
-2,75;-1,346043E-11
-2,7;-1,36073E-11
-2,65;-1,38776E-11
-2,6;-1,261375E-11
-2,55;-1,147209E-11
-2,5;-1,201022E-11
-2,45;-1,230891E-11
-2,4;-1,04588E-11
-2,35;-1,048472E-11
-2,3;-1,025516E-11
-2,25;-1,021689E-11
-2,2;-8,748166E-12
-2,15;-7,98048E-12
-2,1;-8,026149E-12
-2,05;-7,05852E-12
-2;-6,988169E-12
-1,95;-4,824575E-12
-1,9;-5,887241E-12
-1,85;-6,392039E-12
-1,8;-5,399726E-12
-1,75;-4,043315E-12
-1,7;-3,705137E-12
-1,65;-3,99518E-12
-1,6;-2,06856E-12
-1,55;-1,531673E-12
-1,5;-2,322808E-12
-1,45;-2,356134E-12
-1,4;-7,553476E-13
-1,35;-1,06147E-13
-1,3;-1,728312E-14
-1,25;8,047312E-13
-1,2;1,430499E-12
-1,15;2,198208E-12
-1,1;2,200676E-12
-1,05;2,553673E-12
-1;3,114025E-12
-0,95;4,4211E-12
-0,9;4,015033E-12
-0,85;4,970348E-12
-0,8;4,911104E-12
-0,75;6,026873E-12
-0,7;5,886165E-12
-0,65;6,840248E-12
-0,6;6,977248E-12
-0,55;8,165838E-12
-0,5;8,110303E-12
-0,45;8,525003E-12
-0,4;9,184104E-12
-0,35;1,01061E-11
-0,3;1,019371E-11
-0,25;1,016534E-11
-0,2;1,024433E-11
-0,15;1,108856E-11
-0,1;1,194884E-11
-0,05;1,249685E-11
0;1,112435E-11
0,05;1,216729E-11
0,1;1,268445E-11
0,15;1,257707E-11
0,2;1,296833E-11
0,25;1,251412E-11
0,3;1,371136E-11
0,35;1,481108E-11
0,4;1,608236E-11
0,45;1,530723E-11
0,5;1,673527E-11
0,55;1,630084E-11
0,6;1,693152E-11
0,65;1,712283E-11
0,7;1,794979E-11
0,75;1,820652E-11
0,8;1,870269E-11
0,85;1,866195E-11
0,9;1,929514E-11
0,95;2,037018E-11
1;2,076267E-11
1,05;2,034425E-11
1,1;2,123909E-11
1,15;2,208331E-11
1,2;2,25437E-11
1,25;2,266466E-11
1,3;2,368292E-11
1,35;2,377671E-11
1,4;2,491716E-11
1,45;2,554664E-11
1,5;2,67019E-11
1,55;2,684386E-11
1,6;2,683395E-11
1,65;2,706356E-11
1,7;2,732769E-11
1,75;2,848293E-11
1,8;2,874459E-11
1,85;2,944813E-11
1,9;2,97863E-11
1,95;3,074286E-11
2;3,102549E-11
2,05;3,15624E-11
2,1;3,165374E-11
2,15;3,283247E-11
2,2;3,238566E-11
2,25;3,359152E-11
2,3;3,300894E-11
2,35;3,293367E-11
2,4;3,442586E-11
2,45;3,503807E-11
2,5;3,526888E-11
2,55;3,694745E-11
2,6;3,648461E-11
2,65;3,621184E-11
2,7;3,694253E-11
2,75;3,752879E-11
2,8;3,849027E-11
2,85;3,800027E-11
2,9;3,882722E-11
2,95;3,933574E-11
3;4,060332E-11
3,05;4,080453E-11
3,1;4,146112E-11
3,15;4,175242E-11
3,2;4,120935E-11
3,25;4,202641E-11
3,3;4,206466E-11
3,35;4,292125E-11
3,4;4,329154E-11
3,45;4,529967E-11
3,5;4,543665E-11
3,55;4,546259E-11
3,6;4,524417E-11
3,65;4,662032E-11
3,7;4,691776E-11
3,75;4,741272E-11
3,8;4,706465E-11
3,85;4,802982E-11
3,9;4,829646E-11
3,95;4,916658E-11
4;4,96504E-11
4,05;4,998614E-11
4,1;5,030705E-11
4,15;5,087849E-11
4,2;5,166475E-11
4,25;5,194985E-11
4,3;5,25904E-11
4,35;5,300144E-11
4,4;5,358892E-11
4,45;5,420727E-11
4,5;5,474419E-11
4,55;5,512065E-11
4,6;5,646226E-11
4,65;5,614509E-11
4,7;5,665855E-11
4,75;5,726577E-11
4,8;5,782486E-11
4,85;5,773975E-11
4,9;5,779034E-11
4,95;5,845805E-11
5;5,869009E-11
