Tensao [V];Corrente [A]
-5;-4,688893E-11
-4,95;-4,018225E-11
-4,9;-3,89443E-11
-4,85;-3,822232E-11
-4,8;-3,72411E-11
-4,75;-3,589951E-11
-4,7;-3,590323E-11
-4,65;-3,475418E-11
-4,6;-3,400502E-11
-4,55;-3,350144E-11
-4,5;-3,324597E-11
-4,45;-3,290283E-11
-4,4;-3,184758E-11
-4,35;-3,143413E-11
-4,3;-3,082937E-11
-4,25;-2,961367E-11
-4,2;-2,953962E-11
-4,15;-2,898053E-11
-4,1;-2,886452E-11
-4,05;-2,769324E-11
-4;-2,821903E-11
-3,95;-2,723657E-11
-3,9;-2,633439E-11
-3,85;-2,535934E-11
-3,8;-2,540007E-11
-3,75;-2,517052E-11
-3,7;-2,429174E-11
-3,65;-2,35574E-11
-3,6;-2,353023E-11
-3,55;-2,268604E-11
-3,5;-2,240958E-11
-3,45;-2,12704E-11
-3,4;-2,149132E-11
-3,35;-2,026451E-11
-3,3;-1,939687E-11
-3,25;-1,918827E-11
-3,2;-1,830089E-11
-3,15;-1,784792E-11
-3,1;-1,707161E-11
-3,05;-1,696053E-11
-3;-1,643475E-11
-2,95;-1,612866E-11
-2,9;-1,663594E-11
-2,85;-1,570287E-11
-2,8;-1,513019E-11
-2,75;-1,534248E-11
-2,7;-1,491793E-11
-2,65;-1,302834E-11
-2,6;-1,263708E-11
-2,55;-1,279754E-11
-2,5;-1,163368E-11
-2,45;-1,137943E-11
-2,4;-1,011189E-11
-2,35;-1,042785E-11
-2,3;-9,010975E-12
-2,25;-9,065282E-12
-2,2;-7,634834E-12
-2,15;-8,460523E-12
-2,1;-8,672803E-12
-2,05;-7,014025E-12
-2;-6,027891E-12
-1,95;-5,476199E-12
-1,9;-5,400911E-12
-1,85;-4,546837E-12
-1,8;-4,001318E-12
-1,75;-3,863085E-12
-1,7;-3,776689E-12
-1,65;-3,197846E-12
-1,6;-2,106801E-12
-1,55;-2,090757E-12
-1,5;-1,858724E-12
-1,45;-1,300862E-12
-1,4;-3,246014E-13
-1,35;-2,196933E-13
-1,3;-1,135512E-13
-1,25;6,578488E-13
-1,2;2,171035E-12
-1,15;1,874816E-12
-1,1;2,096981E-12
-1,05;2,614131E-12
-1;3,441076E-12
-0,95;3,921195E-12
-0,9;3,966862E-12
-0,85;3,998954E-12
-0,8;4,168046E-12
-0,75;5,608409E-12
-0,7;6,072487E-12
-0,65;6,60074E-12
-0,6;8,111465E-12
-0,55;8,047282E-12
-0,5;8,534812E-12
-0,45;8,007785E-12
-0,4;9,17662E-12
-0,35;9,356817E-12
-0,3;9,075412E-12
-0,25;1,082434E-11
-0,2;1,139579E-11
-0,15;1,098356E-11
-0,1;1,181297E-11
-0,05;1,238566E-11
0;1,078114E-11
0,05;1,222767E-11
0,1;1,302994E-11
0,15;1,277075E-11
0,2;1,245848E-11
0,25;1,415557E-11
0,3;1,448758E-11
0,35;1,427281E-11
0,4;1,485785E-11
0,45;1,549966E-11
0,5;1,678698E-11
0,55;1,640314E-11
0,6;1,626614E-11
0,65;1,79953E-11
0,7;1,910612E-11
0,75;1,875808E-11
0,8;1,846926E-11
0,85;1,924559E-11
0,9;2,037617E-11
0,95;2,033545E-11
1;2,124137E-11
1,05;2,0997E-11
1,1;2,190168E-11
1,15;2,280516E-11
1,2;2,321863E-11
1,25;2,334331E-11
1,3;2,400239E-11
1,35;2,417517E-11
1,4;2,591301E-11
1,45;2,313717E-11
1,5;2,5423E-11
1,55;2,552174E-11
1,6;2,638077E-11
1,65;2,614502E-11
1,7;2,81408E-11
1,75;2,890975E-11
1,8;2,856662E-11
1,85;2,88826E-11
1,9;3,046859E-11
1,95;3,009956E-11
2;3,06204E-11
2,05;3,043897E-11
2,1;3,18633E-11
2,15;3,203362E-11
2,2;3,239526E-11
2,25;3,193982E-11
2,3;3,376649E-11
2,35;3,451445E-11
2,4;3,463417E-11
2,45;3,525377E-11
2,5;3,529326E-11
2,55;3,687062E-11
2,6;3,696813E-11
2,65;3,70101E-11
2,7;3,733223E-11
2,75;3,840108E-11
2,8;3,819005E-11
2,85;3,856526E-11
2,9;3,883554E-11
2,95;3,94391E-11
3;4,024136E-11
3,05;3,948596E-11
3,1;4,095475E-11
3,15;4,165333E-11
3,2;4,184586E-11
3,25;4,129292E-11
3,3;4,247409E-11
3,35;4,331216E-11
3,4;4,399963E-11
3,45;4,337509E-11
3,5;4,39515E-11
3,55;4,495121E-11
3,6;4,564981E-11
3,65;4,589417E-11
3,7;4,627311E-11
3,75;4,808997E-11
3,8;4,836266E-11
3,85;4,803065E-11
3,9;4,885392E-11
3,95;4,874284E-11
4;4,959201E-11
4,05;4,877491E-11
4,1;4,85898E-11
4,15;5,071765E-11
4,2;5,09953E-11
4,25;5,086328E-11
4,3;5,165566E-11
4,35;5,32022E-11
4,4;5,416612E-11
4,45;5,398216E-11
4,5;5,47635E-11
4,55;5,525097E-11
4,6;5,601871E-11
4,65;5,564472E-11
4,7;5,567927E-11
4,75;5,648401E-11
4,8;5,697644E-11
4,85;5,733686E-11
4,9;5,775035E-11
4,95;5,908209E-11
5;5,907101E-11
