Tensao [V];Corrente [A]
-5;-4,769437E-11
-4,95;-4,036326E-11
-4,9;-3,932528E-11
-4,85;-3,706177E-11
-4,8;-3,672113E-11
-4,75;-3,66088E-11
-4,7;-3,631016E-11
-4,65;-3,478714E-11
-4,6;-3,420211E-11
-4,55;-3,427248E-11
-4,5;-3,369364E-11
-4,45;-3,282972E-11
-4,4;-3,191638E-11
-4,35;-3,239896E-11
-4,3;-3,204472E-11
-4,25;-3,009964E-11
-4,2;-2,835697E-11
-4,15;-2,905674E-11
-4,1;-2,889014E-11
-4,05;-2,758929E-11
-4;-2,699318E-11
-3,95;-2,722272E-11
-3,9;-2,669451E-11
-3,85;-2,548868E-11
-3,8;-2,432607E-11
-3,75;-2,442727E-11
-3,7;-2,421744E-11
-3,65;-2,332883E-11
-3,6;-2,260435E-11
-3,55;-2,29993E-11
-3,5;-2,315975E-11
-3,45;-2,191197E-11
-3,4;-2,126031E-11
-3,35;-2,075922E-11
-3,3;-2,058521E-11
-3,25;-1,878204E-11
-3,2;-1,820072E-11
-3,15;-1,813285E-11
-3,1;-1,912392E-11
-3,05;-1,746269E-11
-3;-1,611617E-11
-2,95;-1,58903E-11
-2,9;-1,66444E-11
-2,85;-1,537688E-11
-2,8;-1,435866E-11
-2,75;-1,366629E-11
-2,7;-1,386376E-11
-2,65;-1,352929E-11
-2,6;-1,194828E-11
-2,55;-1,227658E-11
-2,5;-1,195569E-11
-2,45;-1,147188E-11
-2,4;-1,030926E-11
-2,35;-9,843971E-12
-2,3;-1,028334E-11
-2,25;-9,144182E-12
-2,2;-8,862781E-12
-2,15;-8,04204E-12
-2,1;-7,843338E-12
-2,05;-6,885593E-12
-2;-5,540321E-12
-1,95;-5,880961E-12
-1,9;-5,75137E-12
-1,85;-5,758773E-12
-1,8;-4,040769E-12
-1,75;-3,500191E-12
-1,7;-2,753501E-12
-1,65;-2,665873E-12
-1,6;-1,74516E-12
-1,55;-1,548922E-12
-1,5;-1,99817E-12
-1,45;-1,155214E-12
-1,4;3,702281E-14
-1,35;2,345002E-13
-1,3;-3,048507E-13
-1,25;5,603377E-13
-1,2;1,230527E-12
-1,15;1,924167E-12
-1,1;2,173481E-12
-1,05;2,788131E-12
-1;4,305005E-12
-0,95;4,517295E-12
-0,9;5,23685E-12
-0,85;5,134412E-12
-0,8;5,661429E-12
-0,75;6,009481E-12
-0,7;5,890998E-12
-0,65;5,699686E-12
-0,6;7,325175E-12
-0,55;7,435025E-12
-0,5;8,3607E-12
-0,45;9,030885E-12
-0,4;9,34931E-12
-0,35;1,105874E-11
-0,3;1,00985E-11
-0,25;1,045272E-11
-0,2;1,140061E-11
-0,15;1,248427E-11
-0,1;1,232999E-11
-0,05;1,23448E-11
0;1,049962E-11
0,05;1,13315E-11
0,1;1,243737E-11
0,15;1,320013E-11
0,2;1,306066E-11
0,25;1,424305E-11
0,3;1,4385E-11
0,35;1,476144E-11
0,4;1,444423E-11
0,45;1,927132E-11
0,5;1,948608E-11
0,55;1,686457E-11
0,6;1,560935E-11
0,65;1,642147E-11
0,7;1,824566E-11
0,75;1,847648E-11
0,8;1,877516E-11
0,85;1,855176E-11
0,9;1,994028E-11
0,95;2,090792E-11
1;2,081906E-11
1,05;2,084744E-11
1,1;2,264202E-11
1,15;2,255685E-11
1,2;2,216808E-11
1,25;2,24865E-11
1,3;2,369359E-11
1,35;2,469455E-11
1,4;2,316534E-11
1,45;2,560542E-11
1,5;2,617811E-11
1,55;2,679027E-11
1,6;2,662982E-11
1,65;2,649034E-11
1,7;2,793317E-11
1,75;2,83627E-11
1,8;2,916741E-11
1,85;2,94266E-11
1,9;2,995731E-11
1,95;3,12656E-11
2;3,104221E-11
2,05;3,156307E-11
2,1;3,173708E-11
2,15;3,260104E-11
2,2;3,287134E-11
2,25;3,308979E-11
2,3;3,37822E-11
2,35;3,476713E-11
2,4;3,419444E-11
2,45;3,459308E-11
2,5;3,494362E-11
2,55;3,58977E-11
2,6;3,601369E-11
2,65;3,685667E-11
2,7;3,777616E-11
2,75;3,855375E-11
2,8;3,806374E-11
2,85;3,779593E-11
2,9;3,872161E-11
2,95;3,92696E-11
3;4,020391E-11
3,05;4,040634E-11
3,1;4,106914E-11
3,15;4,267858E-11
3,2;4,285384E-11
3,25;4,242061E-11
3,3;4,323519E-11
3,35;4,358944E-11
3,4;4,385599E-11
3,45;4,380542E-11
3,5;4,46126E-11
3,55;4,475454E-11
3,6;4,508159E-11
3,65;4,54099E-11
3,7;4,602209E-11
3,75;4,674908E-11
3,8;4,672809E-11
3,85;4,671203E-11
3,9;4,797343E-11
3,95;4,9552E-11
4;5,020121E-11
4,05;4,97791E-11
4,1;5,026541E-11
4,15;5,067761E-11
4,2;5,174526E-11
4,25;5,160454E-11
4,3;5,228335E-11
4,35;5,235619E-11
4,4;5,322262E-11
4,45;5,356324E-11
4,5;5,436307E-11
4,55;5,443215E-11
4,6;5,48185E-11
4,65;5,619708E-11
4,7;5,6676E-11
4,75;5,725238E-11
4,8;5,86125E-11
4,85;5,813238E-11
4,9;5,832245E-11
4,95;5,891245E-11
5;5,851252E-11
