Tensao [V];Corrente [A]
-5;-4,85968E-11
-4,95;-4,068429E-11
-4,9;-3,739391E-11
-4,85;-3,71705E-11
-4,8;-3,736553E-11
-4,75;-3,603135E-11
-4,7;-3,503534E-11
-4,65;-3,40529E-11
-4,6;-3,553522E-11
-4,55;-3,522541E-11
-4,5;-3,314208E-11
-4,45;-3,159067E-11
-4,4;-3,282118E-11
-4,35;-3,218065E-11
-4,3;-3,02417E-11
-4,25;-3,006025E-11
-4,2;-2,975294E-11
-4,15;-2,980233E-11
-4,1;-2,894333E-11
-4,05;-2,752521E-11
-4;-2,790163E-11
-3,95;-2,767454E-11
-3,9;-2,659957E-11
-3,85;-2,542087E-11
-3,8;-2,522465E-11
-3,75;-2,520738E-11
-3,7;-2,335978E-11
-3,65;-2,302283E-11
-3,6;-2,29858E-11
-3,55;-2,261802E-11
-3,5;-2,193427E-11
-3,45;-2,094937E-11
-3,4;-2,130976E-11
-3,35;-2,124558E-11
-3,3;-2,04273E-11
-3,25;-1,977194E-11
-3,2;-1,934368E-11
-3,15;-1,962507E-11
-3,1;-1,79083E-11
-3,05;-1,745411E-11
-3;-1,65877E-11
-2,95;-1,621744E-11
-2,9;-1,595208E-11
-2,85;-1,481415E-11
-2,8;-1,492275E-11
-2,75;-1,498693E-11
-2,7;-1,460063E-11
-2,65;-1,358859E-11
-2,6;-1,315291E-11
-2,55;-1,221862E-11
-2,5;-1,177307E-11
-2,45;-9,888443E-12
-2,4;-1,001185E-11
-2,35;-1,009702E-11
-2,3;-9,22691E-12
-2,25;-7,785362E-12
-2,2;-8,056879E-12
-2,15;-8,427138E-12
-2,1;-7,74463E-12
-2,05;-6,340106E-12
-2;-6,403053E-12
-1,95;-5,644014E-12
-1,9;-4,828208E-12
-1,85;-4,559153E-12
-1,8;-4,1568E-12
-1,75;-4,654186E-12
-1,7;-3,858123E-12
-1,65;-3,192887E-12
-1,6;-2,005585E-12
-1,55;-1,657539E-12
-1,5;-9,318268E-13
-1,45;-8,071727E-13
-1,4;-1,093508E-12
-1,35;-5,479904E-13
-1,3;-2,073498E-13
-1,25;4,862857E-13
-1,2;9,392513E-13
-1,15;2,437618E-12
-1,1;3,706414E-12
-1,05;3,122619E-12
-1;3,8212E-12
-0,95;3,721224E-12
-0,9;4,425977E-12
-0,85;5,045564E-12
-0,8;5,329437E-12
-0,75;6,087258E-12
-0,7;6,521713E-12
-0,65;7,075886E-12
-0,6;8,1793E-12
-0,55;8,727297E-12
-0,5;9,007468E-12
-0,45;9,598665E-12
-0,4;1,013186E-11
-0,35;1,010718E-11
-0,3;1,061938E-11
-0,25;1,055397E-11
-0,2;1,148212E-11
-0,15;1,135993E-11
-0,1;1,214367E-11
-0,05;1,310885E-11
0;1,237694E-11
0,05;1,337914E-11
0,1;1,286324E-11
0,15;1,359637E-11
0,2;1,306071E-11
0,25;1,342974E-11
0,3;1,402093E-11
0,35;1,495897E-11
0,4;1,517126E-11
0,45;1,56736E-11
0,5;1,556868E-11
0,55;1,670295E-11
0,6;1,77138E-11
0,65;1,739166E-11
0,7;1,747066E-11
0,75;1,868267E-11
0,8;1,919487E-11
0,85;1,918747E-11
0,9;1,99749E-11
0,95;2,045256E-11
1;2,126717E-11
1,05;2,203733E-11
1,1;2,085617E-11
1,15;2,228787E-11
1,2;2,370601E-11
1,25;2,322342E-11
1,3;2,335179E-11
1,35;2,452306E-11
1,4;2,541175E-11
1,45;2,547962E-11
1,5;2,511674E-11
1,55;2,586592E-11
1,6;2,62473E-11
1,65;2,696071E-11
1,7;2,660155E-11
1,75;2,787899E-11
1,8;2,862074E-11
1,85;2,932181E-11
1,9;2,849117E-11
1,95;3,023884E-11
2;3,086336E-11
2,05;3,108552E-11
2,1;3,16249E-11
2,15;3,195197E-11
2,2;3,334666E-11
2,25;3,336516E-11
2,3;3,29628E-11
2,35;3,372187E-11
2,4;3,456977E-11
2,45;3,56016E-11
2,5;3,53054E-11
2,55;3,602494E-11
2,6;3,768006E-11
2,65;3,687163E-11
2,7;3,695929E-11
2,75;3,718512E-11
2,8;3,840579E-11
2,85;3,853292E-11
2,9;3,756279E-11
2,95;3,916114E-11
3;4,017076E-11
3,05;4,065458E-11
3,1;3,932901E-11
3,15;4,142969E-11
3,2;4,360561E-11
3,25;4,321192E-11
3,3;4,185793E-11
3,35;4,262689E-11
3,4;4,383768E-11
3,45;4,411414E-11
3,5;4,418695E-11
3,55;4,406479E-11
3,6;4,60556E-11
3,65;4,622961E-11
3,7;4,599139E-11
3,75;4,655178E-11
3,8;4,796495E-11
3,85;4,88993E-11
3,9;4,84278E-11
3,95;4,918685E-11
4;5,005826E-11
4,05;5,120115E-11
4,1;4,999405E-11
4,15;5,045567E-11
4,2;5,192444E-11
4,25;5,246129E-11
4,3;5,220333E-11
4,35;5,209345E-11
4,4;5,322159E-11
4,45;5,486558E-11
4,5;5,418306E-11
4,55;5,370048E-11
4,6;5,561105E-11
4,65;5,626518E-11
4,7;5,671446E-11
4,75;5,613559E-11
4,8;5,758215E-11
4,85;5,856955E-11
4,9;5,796967E-11
4,95;5,790182E-11
5;5,870035E-11
