Tensao [V];Corrente [A]
-5;-2,520511E-10
-4,95;-2,362885E-10
-4,9;-2,298771E-10
-4,85;-2,236546E-10
-4,8;-2,201373E-10
-4,75;-2,20858E-10
-4,7;-2,190166E-10
-4,65;-2,142552E-10
-4,6;-2,121943E-10
-4,55;-2,137776E-10
-4,5;-2,122017E-10
-4,45;-2,121745E-10
-4,4;-2,138887E-10
-4,35;-2,132581E-10
-4,3;-2,06654E-10
-4,25;-2,030911E-10
-4,2;-2,043956E-10
-4,15;-2,089904E-10
-4,1;-2,059729E-10
-4,05;-2,02605E-10
-4;-2,017287E-10
-3,95;-2,011596E-10
-3,9;-1,99021E-10
-3,85;-1,920926E-10
-3,8;-1,903991E-10
-3,75;-1,908855E-10
-3,7;-1,8965E-10
-3,65;-1,846457E-10
-3,6;-1,819983E-10
-3,55;-1,820786E-10
-3,5;-1,821169E-10
-3,45;-1,786773E-10
-3,4;-1,759696E-10
-3,35;-1,773271E-10
-3,3;-1,764656E-10
-3,25;-1,72857E-10
-3,2;-1,703875E-10
-3,15;-1,690448E-10
-3,1;-1,688757E-10
-3,05;-1,662458E-10
-3;-1,612104E-10
-2,95;-1,614239E-10
-2,9;-1,602762E-10
-2,85;-1,562022E-10
-2,8;-1,525752E-10
-2,75;-1,493516E-10
-2,7;-1,500722E-10
-2,65;-1,426501E-10
-2,6;-1,3525E-10
-2,55;-1,350416E-10
-2,5;-1,377543E-10
-2,45;-1,407705E-10
-2,4;-1,414715E-10
-2,35;-1,459699E-10
-2,3;-1,499648E-10
-2,25;-1,460946E-10
-2,2;-1,390279E-10
-2,15;-1,36251E-10
-2,1;-1,34006E-10
-2,05;-1,294546E-10
-2;-1,242366E-10
-1,95;-1,206774E-10
-1,9;-1,195074E-10
-1,85;-1,146918E-10
-1,8;-1,097144E-10
-1,75;-1,054653E-10
-1,7;-1,044878E-10
-1,65;-9,938707E-11
-1,6;-9,223027E-11
-1,55;-8,646064E-11
-1,5;-8,294454E-11
-1,45;-7,629621E-11
-1,4;-6,540489E-11
-1,35;-5,227228E-11
-1,3;-3,995674E-11
-1,25;-1,948225E-11
-1,2;1,36624E-11
-1,15;5,535676E-11
-1,1;1,147591E-10
-1,05;1,933532E-10
-1;3,024723E-10
-0,95;4,508874E-10
-0,9;6,58024E-10
-0,85;9,594193E-10
-0,8;1,413177E-09
-0,75;2,454615E-09
-0,7;3,208811E-09
-0,65;4,872089E-09
-0,6;7,543162E-09
-0,55;1,175012E-08
-0,5;1,830507E-08
-0,45;3,292661E-08
-0,4;4,803935E-08
-0,35;6,719699E-08
-0,3;9,094541E-08
-0,25;1,177851E-07
-0,2;1,455921E-07
-0,15;1,738621E-07
-0,1;2,024874E-07
-0,05;2,313859E-07
0;2,609796E-07
0,05;2,906141E-07
0,1;3,204468E-07
0,15;3,504176E-07
0,2;3,805101E-07
0,25;4,107433E-07
0,3;4,40902E-07
0,35;4,711222E-07
0,4;5,009699E-07
0,45;5,30677E-07
0,5;5,602611E-07
0,55;5,897057E-07
0,6;6,190346E-07
0,65;6,483118E-07
0,7;6,777196E-07
0,75;7,069074E-07
0,8;7,358078E-07
0,85;7,643795E-07
0,9;7,92644E-07
0,95;8,204338E-07
1;8,474755E-07
1,05;8,739109E-07
1,1;8,995891E-07
1,15;9,244085E-07
1,2;9,483815E-07
1,25;9,714555E-07
1,3;9,937633E-07
1,35;1,015379E-06
1,4;1,036224E-06
1,45;1,056254E-06
1,5;1,075693E-06
1,55;1,09447E-06
1,6;1,112715E-06
1,65;1,130404E-06
1,7;1,147762E-06
1,75;1,164708E-06
1,8;1,18117E-06
1,85;1,197241E-06
1,9;1,212964E-06
1,95;1,228455E-06
2;1,243569E-06
2,05;1,258337E-06
2,1;1,272807E-06
2,15;1,287001E-06
2,2;1,300828E-06
2,25;1,314302E-06
2,3;1,32743E-06
2,35;1,340398E-06
2,4;1,353002E-06
2,45;1,36538E-06
2,5;1,377591E-06
2,55;1,389325E-06
2,6;1,400784E-06
2,65;1,412114E-06
2,7;1,423096E-06
2,75;1,433798E-06
2,8;1,444192E-06
2,85;1,454252E-06
2,9;1,464055E-06
2,95;1,473516E-06
3;1,482753E-06
3,05;1,491598E-06
3,1;1,500244E-06
3,15;1,508763E-06
3,2;1,516922E-06
3,25;1,524879E-06
3,3;1,532622E-06
3,35;1,54017E-06
3,4;1,547629E-06
3,45;1,554713E-06
3,5;1,561577E-06
3,55;1,568465E-06
3,6;1,57513E-06
3,65;1,581562E-06
3,7;1,587857E-06
3,75;1,594155E-06
3,8;1,600198E-06
3,85;1,606168E-06
3,9;1,611891E-06
3,95;1,617606E-06
4;1,623215E-06
4,05;1,628692E-06
4,1;1,633911E-06
4,15;1,639145E-06
4,2;1,644317E-06
4,25;1,649342E-06
4,3;1,654172E-06
4,35;1,658957E-06
4,4;1,663725E-06
4,45;1,668316E-06
4,5;1,672809E-06
4,55;1,677192E-06
4,6;1,681613E-06
4,65;1,68599E-06
4,7;1,690274E-06
4,75;1,694326E-06
4,8;1,698547E-06
4,85;1,702516E-06
4,9;1,70625E-06
4,95;1,710121E-06
5;1,713882E-06
