Tensao [V];Corrente [A]
-5;-1,09834E-10
-4,95;-9,642814E-11
-4,9;-9,175086E-11
-4,85;-9,021322E-11
-4,8;-8,81079E-11
-4,75;-8,412051E-11
-4,7;-8,200779E-11
-4,65;-8,191148E-11
-4,6;-8,105749E-11
-4,55;-7,758728E-11
-4,5;-7,609648E-11
-4,45;-7,4212E-11
-4,4;-7,570527E-11
-4,35;-7,167223E-11
-4,3;-6,930402E-11
-4,25;-6,852407E-11
-4,2;-6,638175E-11
-4,15;-6,422204E-11
-4,1;-6,163914E-11
-4,05;-6,036304E-11
-4;-5,940168E-11
-3,95;-5,790847E-11
-3,9;-5,43185E-11
-3,85;-5,456159E-11
-3,8;-5,362617E-11
-3,75;-4,853677E-11
-3,7;-4,800487E-11
-3,65;-4,641785E-11
-3,6;-4,607723E-11
-3,55;-4,285752E-11
-3,5;-3,937982E-11
-3,45;-3,817165E-11
-3,4;-3,795814E-11
-3,35;-3,440026E-11
-3,3;-3,170503E-11
-3,25;-3,104724E-11
-3,2;-2,936395E-11
-3,15;-2,604301E-11
-3,1;-2,235184E-11
-3,05;-2,153118E-11
-3;-2,252708E-11
-2,95;-1,926663E-11
-2,9;-1,448452E-11
-2,85;-1,328128E-11
-2,8;-1,132031E-11
-2,75;-1,021827E-11
-2,7;-6,089003E-12
-2,65;-4,746311E-12
-2,6;-4,803081E-12
-2,55;-4,936541E-14
-2,5;5,307971E-12
-2,45;7,449178E-12
-2,4;8,820296E-12
-2,35;1,097631E-11
-2,3;1,732959E-11
-2,25;1,845882E-11
-2,2;1,953744E-11
-2,15;2,313862E-11
-2,1;2,696317E-11
-2,05;2,857247E-11
-2;2,915374E-11
-1,95;3,253282E-11
-1,9;5,82384E-11
-1,85;3,744829E-11
-1,8;5,00401E-11
-1,75;4,479505E-11
-1,7;5,231086E-11
-1,65;5,577012E-11
-1,6;5,862216E-11
-1,55;6,228015E-11
-1,5;6,681684E-11
-1,45;7,290474E-11
-1,4;7,408952E-11
-1,35;7,675769E-11
-1,3;8,614071E-11
-1,25;9,064658E-11
-1,2;9,416504E-11
-1,15;1,0029E-10
-1,1;1,093386E-10
-1,05;1,141381E-10
-1;1,214811E-10
-0,95;1,24327E-10
-0,9;1,329833E-10
-0,85;1,394216E-10
-0,8;1,456107E-10
-0,75;1,534302E-10
-0,7;1,640597E-10
-0,65;1,752212E-10
-0,6;1,856446E-10
-0,55;1,957693E-10
-0,5;2,172739E-10
-0,45;2,481221E-10
-0,4;2,998641E-10
-0,35;4,001321E-10
-0,3;5,806883E-10
-0,25;9,11935E-10
-0,2;1,541311E-09
-0,15;2,973447E-09
-0,1;3,890483E-09
-0,05;5,314987E-09
0;7,199576E-09
0,05;8,45168E-09
0,1;9,958627E-09
0,15;1,152897E-08
0,2;1,30229E-08
0,25;1,438898E-08
0,3;1,575633E-08
0,35;1,715582E-08
0,4;1,852712E-08
0,45;2,036679E-08
0,5;2,167659E-08
0,55;2,297623E-08
0,6;2,418237E-08
0,65;2,542143E-08
0,7;2,664062E-08
0,75;2,781906E-08
0,8;2,898469E-08
0,85;3,023707E-08
0,9;3,144345E-08
0,95;3,261784E-08
1;3,375379E-08
1,05;3,486991E-08
1,1;3,599081E-08
1,15;3,704988E-08
1,2;3,808531E-08
1,25;3,917911E-08
1,3;4,02728E-08
1,35;4,125955E-08
1,4;4,223742E-08
1,45;4,3198E-08
1,5;4,421158E-08
1,55;4,508502E-08
1,6;4,596474E-08
1,65;4,679317E-08
1,7;4,769896E-08
1,75;4,854155E-08
1,8;4,925002E-08
1,85;5,005708E-08
1,9;5,084199E-08
1,95;5,160513E-08
2;5,234483E-08
2,05;5,309782E-08
2,1;5,396175E-08
2,15;5,467074E-08
2,2;5,532783E-08
2,25;5,599168E-08
2,3;5,669616E-08
2,35;5,739123E-08
2,4;5,801654E-08
2,45;5,86268E-08
2,5;5,933657E-08
2,55;5,997408E-08
2,6;6,055887E-08
2,65;6,117468E-08
2,7;6,176919E-08
2,75;6,225908E-08
2,8;6,27585E-08
2,85;6,334505E-08
2,9;6,42468E-08
2,95;6,494002E-08
3;6,550973E-08
3,05;6,611376E-08
3,1;6,666208E-08
3,15;6,726464E-08
3,2;6,778973E-08
3,25;6,826971E-08
3,3;6,872859E-08
3,35;6,918791E-08
3,4;6,955884E-08
3,45;6,994353E-08
3,5;7,041628E-08
3,55;7,088867E-08
3,6;7,132513E-08
3,65;7,174236E-08
3,7;7,258462E-08
3,75;7,309766E-08
3,8;7,356695E-08
3,85;7,398845E-08
3,9;7,439581E-08
3,95;7,485875E-08
4;7,527164E-08
4,05;7,567267E-08
4,1;7,609868E-08
4,15;7,647187E-08
4,2;7,690839E-08
4,25;7,72567E-08
4,3;7,763622E-08
4,35;7,806109E-08
4,4;7,844255E-08
4,45;7,886357E-08
4,5;7,92035E-08
4,55;7,95682E-08
4,6;7,994741E-08
4,65;8,030575E-08
4,7;8,064958E-08
4,75;8,102866E-08
4,8;8,138773E-08
4,85;8,172588E-08
4,9;8,203082E-08
4,95;8,235151E-08
5;8,270409E-08
